,title,year,crew_pct_women,crew_n,cast_pct_women,cast_n,bechdel_score,bechdel_desc,synopsis
27661,The Hajirai Machine Girl,2009,insufficient sample,2.0,insufficient sample,1.0,Missing,Missing,"Ami's friend, Yoshie, was murdered and desecrated by the Kimura Gang. She was saved and, like Ami in the previous film, received modifications from the same mechanics. Remembering her past, Yoshie decides to avenge herself and Ami."
27663,Mor gwai tin si,2006,Missing,Missing,insufficient sample,3.0,Missing,Missing,"A group of women who have been wronged by various men or groups are given a chance at vengeance. One woman, once beaten to a miscarriage, trains these once mistreated women to become artful killers; using their looks to get close to targets. In the end, though, two befriended women find that not all is as it seams and vengeance without conscience is worse then the acts committed by their targets. Deception, reversals, and betrayal on all fronts fill this journey into the minds of the abused; and the world of the dark art of vengeance killing."
27665,Malibu Shark Attack,2009,insufficient sample,2.0,insufficient sample,5.0,Missing,Missing,"An underwater earthquake generates a tsunami that strikes Malibu, bringing a hunting pack of prehistoric-looking goblin sharks to the surface. Although the beach is evacuated before the big wave strikes, a group of lifeguards and a crew of construction workers are stranded in the high water and have to fight the sharks to get to dry land."
27667,Cage II,1994,Missing,Missing,insufficient sample,8.0,Missing,Missing,"After being tricked into thinking his best friend, and caretaker is dead, Vietnam Vet, and mentally disabled person has no other choice but to enter The Arena Of Death!"
27668,Make-Out with Violence,2008,insufficient sample,1.0,insufficient sample,1.0,Missing,Missing,"A genre-bending tale of a boy trying to fulfill his unrequited love for a girl who has risen from the dead. It tells the story of twin brothers Patrick and Carol Darling, newly graduated from high school and struggling to come to terms with the mysterious disappearance of their friend, the bright and beautiful Wendy Hearst. When a drive through the countryside surrounding their suburban community leads to the discovery of Wendy's mysteriously animated corpse, the boys secretly transport the un-dead Wendy to an empty house in hopes of somehow bringing her back to life. As the sweltering summer pushes on, they must maintain the appearance of normalcy for their friends and family as they search for ways to revive the Wendy they once knew, or, failing that, to satisfy their own quests for love amongst the living and the dead."
27669,Lure: Teen Fight Club,2010,Missing,Missing,insufficient sample,2.0,Missing,Missing,"A community is under siege as three Belmont Highschool coed students go missing with no trace of their whereabouts. The pressure is on the police to capture the culprits responsible. Scouring the school hallways in search of clues, undercover female detective Maggie Rawdon (Jessica Sonnerborn) enters Belmont High as a transfer student in an attempt to solve the hideous disappearance of the students. Maggie makes a few new friends, and gets invited to a private rave in the country. Just as the group begins to suspect that they've taken a wrong turn, however, the trap is sprung and Maggie finds out firsthand what fate has befallen the missing girls."
27670,Priceless,2016,insufficient sample,2.0,insufficient sample,8.0,Missing,Missing,"James, down on his luck and desperate for some quick cash, agrees to drive a small truck across country. He soon realizes that he's made a huge mistake and has inadvertently become involved in a dangerous human trafficking ring. The unlikely hero risks it all to shut down the trafficking ring and save the woman he is falling in love with."
27671,"Nick Cannon: Stand Up, Don't Shoot",2017,insufficient sample,2.0,Missing,Missing,Missing,Missing,"Comedian Nick Cannon is back - and using his potent voice to attack the haters and naysayers, while discussing everything from the controversial times we're living in to how getting old affects his dating. Plus, there's Nick's scoop on how a trip to Australia was the straw that broke his marriage to Mariah Carey's back. Filmed live at the Ebony Repertory Theatre in South Central Los Angles."
27672,Ayurveda: Art of Being,2001,Missing,Missing,Missing,Missing,Missing,Missing,"Ayurveda is a science of life and a healing art, where body, mind and spirit are given equal importance. This voyage of thousands of miles across India and abroad takes you on a unique poetic journey, where we encounter remarkable men of medicine or simply a villager who lives in harmony with nature. ""Hope is nature's way of enabling us to survive so that we can discover nature itself."""
27673,Departure,2016,Missing,Missing,insufficient sample,4.0,Missing,Missing,"An English mother and her teenage son spend a week preparing the sale of their remote holiday house in the South of France. Fifteen-year-old Elliot struggles with his dawning sexuality and an increasing alienation from his mother, Beatrice. She in turn is confronted by the realisation that her marriage to his father, Philip, has grown loveless and the life she knows is coming to an end. When an enigmatic local teenager, Clément, quietly enters their lives, both mother and son are compelled to confront their desires and, finally, each other."
27674,Fair Haven,2017,Missing,Missing,insufficient sample,3.0,Missing,Missing,"A young man returns to his family farm, after a long stay in ex-gay conversion therapy, and is torn between the expectations of his emotionally distant father, and the memories of a past, loving relationship he has tried to bury."
27675,Akron,2015,Missing,Missing,insufficient sample,1.0,Missing,Missing,"Benny, a college freshman at the University of Akron, Ohio meets and falls for fellow freshman Christopher at a football game. With the support of their families and friends they embark on a new relationship. But a tragic event in the past involving their mothers soon comes to light and threatens to tear them apart."
27676,Parched,2015,insufficient sample,3.0,Missing,Missing,Missing,Missing,"Four women in Gujarat talk about men, sex and life as they struggle with their individual demons."
27677,10ë¶„,2014,Missing,Missing,insufficient sample,3.0,Missing,Missing,"Patrick (LA) and Cora (NY), single, were set up by mutual friend, actress Alison Pill. They agreed to meet over video chat on New Year's Day, 2014, at 7pst/10est. This is what happened."
27678,Oklahoma City,2017,insufficient sample,4.0,Missing,Missing,Missing,Missing,The bombing of the Alfred P. Murrah Federal Building in Oklahoma City in April 1995 is the worst act of domestic terrorism in American history. This documentary explores how a series of deadly encounters between American citizens and federal law enforcement—including the standoffs at Ruby Ridge and Waco—led to it.
27679,Le voyage de Fanny,2016,Missing,Missing,Missing,Missing,Missing,Missing,"Fanny is a Jewish girl in a French orphanage in 1943. When she and her friends are no longer safe from the Nazis, they try to flee to Switzerland. After their guide disappears, Fanny has to take the lead and help the other kids make it over the mountains."
27680,Tonight It's You,2016,insufficient sample,2.0,Missing,Missing,Missing,Missing,"C.J., bored out of his mind one night, uses a hookup app to meet Hunter."
27681,Tonight It's Me,2014,insufficient sample,1.0,insufficient sample,2.0,Missing,Missing,"A hot young hustler finds himself in uncharted waters when he spends the night with a client who's far from the ""johns"" he's used to servicing."
27683,Once Upon a Line,2016,Missing,Missing,Missing,Missing,Missing,Missing,"A man leads a monotone, humdrum existence until he meets somebody."
27685,Asteria,2017,Missing,Missing,Missing,Missing,Missing,Missing,"Two astronauts attempt to plant their flag on a newly discovered planet. But first, they need to get rid of some pesky aliens whose business there is unknown."
27691,Enemy of the Reich: The Noor Inayat Khan Story,2014,Missing,Missing,insufficient sample,1.0,Missing,Missing,"In 1943, Noor Inayat Khan was recruited as a covert operative into Winston Churchill's Special Operations Executive. With an American mother and Indian Muslim father, she was an extremely unusual British agent. After her network collapsed, Khan became the only surviving radio operator linking the British to the French Resistance in Paris, coordinating the airdrop of weapons and agents, and the rescue of downed Allied fliers."
27693,Mindenki,2016,Missing,Missing,Missing,Missing,Missing,Missing,"Quiet 10-year-old Zsofi has just changed schools. Feeling out of place at first, she is quickly admitted to the school’s famous choir and befriends her popular classmate Liza. Soon, they have to stand up united against their choir master, who isn’t quite the friendly and inspirational teacher they first thought she was."
27694,Silent Nights,2016,insufficient sample,3.0,insufficient sample,1.0,Missing,Missing,"The drama chronicles the affair between Inger, a young Danish woman from Copenhagen, and Kwame, an illegal immigrant from Ghana, that she meets while volunteering at a homeless shelter. Despite their cultural differences, and the disapproval of Inger’s own mother, the two quickly develop a strong bond and move in together. Everything seems perfect and serendipitous, but then Inger discovers a devastating secret that Kwame has kept hidden."
27697,Nick Di Paolo: Another Senseless Killing,2015,insufficient sample,1.0,Missing,Missing,Missing,Missing,"If you've never seen Nick Di Paolo live, this intimate setting captures the essence of what makes him stand out from other comics. ""Another Senseless Killing"" is 56 minutes of funny, ferocious, but always clever material. In Di Paolo's fifth special he skillfully mines the humor in such light hearted topics as Suicide and Roadside Memorials while also educating you on the finer points of A**hole Bleaching and the Evolution of Pornography."
27698,Gary Owen: I Agree With Myself,2015,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Fearless and happy-go-lucky stand-up comedian Gary Owen flips every accepted, politically correct approach to family, race, gender and politics in his hilarious comedy special."
27699,Mel Brooks: Live at the Geffen,2015,insufficient sample,2.0,insufficient sample,2.0,Missing,Missing,"Mel Brooks is one of the funniest voices in American comedy. Now, the entertainment legend dons a tux and takes the stage for a memorable one-man show filled with jokes, songs and hilarious anecdotes."
27700,Brian Gaar: Jokes I Wrote At Work,2015,Missing,Missing,Missing,Missing,Missing,Missing,"In his first hourlong comedy special, Brian Gaar tackles everything from the challenges of fatherhood, trying to keep his gamer cred in his 30s, and life in a certain small Texas town.  Brian has more than 80,000 followers on Twitter, and celebrity fans include: Patton Oswalt, Will Arnett, Seth Meyers, Jim Gaffigan, Andy Richter, Rob Delaney, Margaret Cho, Minnie Driver, Amy Schumer, Zachary Levi, Billy Eichner, Samantha Bee, Ike Barinholtz, Ryan Phillippe and Juliette Lewis.  Former “Saturday Night Live” head writer and current producer/head writer of “Late Night with Seth Meyers” Alex Baze called Brian one of his favorite Twitter joke writers. Likewise, Playboy recently named him one of the funniest people on Twitter.  ""Jokes I Wrote at Work"" was filmed live at the Spider House Ballroom in Austin, Texas."
27701,Andy Peters: Exclamation Mark Question Point,2015,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Exclamation Mark Question Point is the debut special from Andy Peters. More bootleg than traditional special, Andy recorded only one show, one night at The Virgil in Los Angeles. The special features a bouncy mix of Andy's dive-in-head-first approach to comedy. With The Virgil's intimate space as a backdrop, Andy litters the show with playful self-deprecating bits, a healthy dose of ""screaming at strangers"" and a nonstop stream of riffs."
27702,Barry Hilton: The Live Series,2015,Missing,Missing,Missing,Missing,Missing,Missing,"The Live Series is an exclusive comedy special produced by the award winning production company Mannequin Pictures. In this hilarious stand-up Special, comedy household name Barry Hilton is at his best bringing you world-class humour, filmed live at The Lyric Theatre in Gold Reef City. Touching on everything from load-shedding all the way through to selfies, South Africa’s favourite cousin will have you in stitches before you can say Savannah!"
27703,Keith Robinson: Back of the Bus Funny,2015,insufficient sample,2.0,insufficient sample,2.0,Missing,Missing,"Robinson finds the funny in everything from politics, music and pop culture to growing up in South Philly."
27704,Ralphie May: Unruly,2015,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Very little is off-limits in comedian Ralphie May’s very first Netflix original stand-up comedy special, Unruly. Filmed live in front of a raucous, fist-pumping crowd at Cobb Energy Performing Arts Centre in Atlanta, May unleashes his hilariously raunchy, no-holds-barred perspective on everything from airline travel and the news media, to Chick-fil-A and everybody being a little racist when they drive."
27705,Trevor Moore: High In Church,2015,insufficient sample,2.0,insufficient sample,1.0,Missing,Missing,"Trevor Moore recorded his first solo one-hour special, High In Church, at The Gramercy Theatre in New York. Accompanied by a live band, dancing girls and music videos, Trevor performs an hour of brand-new sketches and songs spanning all musical genres."
27706,Jay Mohr: Happy. And A Lot.,2015,insufficient sample,2.0,Missing,Missing,Missing,Missing,"Stand up comedian Jay Mohr reveals everything from the intimate - marriage, raising a child and more - to the extraordinary in this hilarious comedy special."
27707,Jim Norton: Contextually Inadequate,2015,insufficient sample,2.0,Missing,Missing,Missing,Missing,"Comedian Jim Norton tackles the twisted state of the 21st century, including how modern technology affects everything from free speech to hooking up."
27708,Nate Bargatze: Full Time Magic,2015,Missing,Missing,Missing,Missing,Missing,Missing,"Filmed at the Gramercy Theatre in New York, the hilarious and charming “Full Time Magic” is Nate Bargatze’s first one-hour special. It’s a good thing after wanting to quit comedy early on, he stayed with it simply because he didn’t know who to quit to."
27709,Mick Foley: Cheap Pops,2015,Missing,Missing,insufficient sample,2.0,Missing,Missing,Mick Foley shares humorous tales full of wit and wisdom from the WWE hall of Famer's storied career.
27710,Brad Williams: Fun Size,2015,insufficient sample,1.0,Missing,Missing,Missing,Missing,Comedian Brad Williams' standup topics include his experiences as a little person and how to please your woman in bed.
27711,Christopher Titus: Angry Pursuit of Happiness,2014,Missing,Missing,Missing,Missing,Missing,Missing,"Known as one of the best and most prolific comedians working today, Christopher Titus releases his sixth 90-minute comedy special, The Angry Pursuit of Happiness, his best performance to date. The show takes the audience on a wild ride from Titus’ solution to the world’s problems,he fixes everything in a way you wont believe, to his insight on “Here’s how life goes” to his ‘me-logy,’ where Titus gives his own eulogy. Titus takes this special to new comedic places he hasn’t gone yet. At an hour and 45 minutes it’s double what a normal special brings, as Titus says “We need comedy to get rid of our desire to kill”"
27712,Jim Breuer: Comic Frenzy,2015,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Comedian Jim Breuer returns to EPIX for his second hour-long special, taped in front of a home crowd at the Paramount Theater in Long Island, New York. As he inches closer to 50, Breuer focuses his own absurd lens on the circle of life-from the hilarious indignities of getting older to the perils of parenting."
27713,Nick Swardson: Taste It,2015,insufficient sample,2.0,Missing,Missing,Missing,Missing,"Nick returns to the Paramount Theater to drop his new TASTE IT hour special. Fans of Swardson get his fresh takes on booze, chicks and diarrhea, along with new stories, new jokes and a new t-shirt. Nick is back and it tastes good."
27714,Susan Calman: Lady Like,2015,Missing,Missing,Missing,Missing,Missing,Missing,"Susan Calman's stand-up show about being older, wiser and liking yourself whatever anyone might say.  This show was recorded in the beautiful surroundings of Glasgow’s Citizens Theatre to an enthusiastic home crowd."
27715,Lisa Lampanelli: Back to the Drawing Board,2015,insufficient sample,2.0,Missing,Missing,Missing,Missing,"Brash, bold and never afraid to go blue, comedian Lisa Lampanelli offers a raucous and raunchy performance in her first stand-up special for EPIX. Taped at the Music Hall in Tarrytown, New York, the set includes Lampanelli’s signature brand of insult comedy as well as her personal experiences with weight loss and divorce."
27716,Bridget Everett: Gynecological Wonder,2015,Missing,Missing,Missing,Missing,Missing,Missing,A mix of cabaret and standup recorded at Joe's Pub in New York.
27717,Jay Pharoah: Can I Be Me?,2015,Missing,Missing,Missing,Missing,Missing,Missing,"Stand up Jay Pharaoh performs his most popular celebrity impressions in this powerhouse comedy special, including hilarious takes on Chris Rock, Dave Chappelle, Jay-Z, Barack Obama and more."
27718,Natasha Leggero: Live at Bimbo's,2015,insufficient sample,2.0,insufficient sample,2.0,Missing,Missing,"The special was filmed at Bimbo’s 365 Club in San Francisco and centers on Leggero as she “elegantly examines the many reasons why having kids is problematic, the absurdities of Burning Man, Mormons, Hipsters and more. From conservative Republicans to her very own diamond p***y, Leggero’s special proves that no one and nothing is off limits.”"
27719,Craig Ferguson: Just Being Honest,2015,insufficient sample,2.0,Missing,Missing,Missing,Missing,"Comedian and Emmy-winning television host Craig Ferguson brings equal parts satire and silliness to the stage in his second comedy special for EPIX. Performing on stage at the historic Town Hall in New York City, Ferguson offers hilarious insights on religion, aging, and of course the big three: sex, drugs and rock &amp; roll—including his own delightfully surreal experiences with Mick Jagger and Kenny G."
27720,Jeff Dunham: Unhinged in Hollywood,2015,insufficient sample,1.0,insufficient sample,3.0,Missing,Missing,Previously unseen stand-up comedy by Jeff Dunham. Sketches include popular characters. Brad Paisley performs too! Special appearances by comic Chris Parnell and former UFC champion Chuck Liddell.
27721,Steve Rannazzisi: Breaking Dad,2015,Missing,Missing,Missing,Missing,Missing,Missing,"“The League’s” Steve Rannazzisi hits Boston’s Wilbur stage with his tales of life, marriage and yes, being a dad. A really funny dad."
27722,Margaret Cho: PsyCHO,2015,Missing,Missing,Missing,Missing,Missing,Missing,"Three-time Grammy and Emmy nominated comedian Margaret Cho performs in front of a live audience in this provocative and hilarious comedy special event, tackling off-limits issues from Boko Haram to female empowerment with her razor sharp insight and wit."
27723,Brian Regan: Live From Radio City Music Hall,2015,insufficient sample,2.0,Missing,Missing,Missing,Missing,"For this live stand-up special, Brian Regan shakes things up by bringing his signature high-energy social commentary to Radio City Music Hall in a live performance."
27724,Anjelah Johnson: Not Fancy,2015,Missing,Missing,Missing,Missing,Missing,Missing,"Actress and comedian Anjelah Johnson showcases her hilarious impressions to riff on European Gypsies, Vietnamese manicurists, Mexican moms, and more."
27725,Jimmy Dore: Sentenced To Live,2015,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Comedian and author, Jimmy Dore has been Sentenced To Live. His outrageous political humor promises to make you think, while you laugh. From the President, to the media, to his dog - he covers it all."
27726,Paul F. Tompkins: Crying and Driving,2015,Missing,Missing,Missing,Missing,Missing,Missing,"Paul F. Tompkins tells tales of haunting one’s own house, disastrous attempts at pretend fatherhood, carrying a learner’s permit to kill, and marrying a woman who used a fine-print loophole to breach a castle."
27727,Sarah Colonna: I Can't Feel My Legs,2015,insufficient sample,2.0,Missing,Missing,Missing,Missing,"New York Times Best Seller and ""Chelsea Lately"" regular, Sarah Colonna, has some stories to tell and she doesn't care what you think. From how to get out of jury duty to online dating, Sarah does not disappoint in this new special."
27728,Miles Jupp: Is The Chap You're Thinking Of,2015,Missing,Missing,Missing,Missing,Missing,Missing,"Miles Jupp – star of Rev. and host of Radio 4’s The News Quiz – returned to stand up in 2014 with this brand new show which toured the UK and played in London’s West End. In Miles Jupp Is The Chap You’re Thinking Of he discusses/touches upon/rants about himself, you, domestic imprisonment, fatherhood, having to have opinions, hot drinks, the bloody government, housing, the ageing process, other people’s pants and, inevitably, a number of other things. Pretty spicy stuff, I’m sure you’ll agree. Bits of it are mild-mannered, and some of it probably seems a tad on the stroppy side. Ultimately, though, it’s a man standing on a stage, facing an audience, talking about some stuff and in the process aiming to cover the cost of his white goods.  This special performance of the show was recorded at The Theatre Royal, Margate"
27729,John Bishop Supersonic Live,2015,insufficient sample,1.0,Missing,Missing,Missing,Missing,"John Bishop’s back! After taking time out to write his autobiography, John limbered up again for his third sell-out national Arena tour, ending with a special one-off show at London’s iconic Royal Albert Hall. This latest comedy caper by the immensely talented John Bishop was described as “the funniest two hours you’ll have anywhere, anytime soon” by The Daily Mirror."
27730,Trevor Noah: Lost In Translation,2015,insufficient sample,2.0,Missing,Missing,Missing,Missing,"Filmed at The Lincoln Theatre in Washington, D.C., ""Trevor Noah: Lost in Translation"" brings Noah's unique world-view and global analysis of American culture to the forefront. In the special, Noah addresses major domestic and international events of the past year, sharing his outlook on the world today, including terrorism, racial tensions in America and what it was like being African and travelling into the United States during the EBOLA crisis."
27731,Dara O Briain: Crowd Tickler,2015,Missing,Missing,Missing,Missing,Missing,Missing,The Irish standup on the benefits of hitting his 40s: not feeling the need to watch every Scorsese film and learning to love classical music through the Lurpak butter ad.
27732,Kevin Bridges Live: A Whole Different Story,2015,insufficient sample,2.0,insufficient sample,1.0,Missing,Missing,"""A Whole Different Story..."" sees Kevin take us on a journey of his under the radar infiltration into the middle classes, and about living in the West End of Glasgow where things aren’t quite as they used to be. Of course, with this comes the added novelty of having money for the first time and Kevin shares his views on that, as well as musing on politics, and the ever-topical Scottish referendum. The razor sharp wit on show here proves he is one of the UK’s brightest young talents and really makes this the DVD for any comedy fan this Christmas."
27733,Marc Maron: More Later,2015,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Filmed at The Vic Theatre in Chicago, Marc Maron: More Later captures Maron as he dishes out compelling, raw, and wildly honest stand-up. In this brand new special, Maron tackles religion, relationships, rage, Skype sex and ice cream among other topics in the sheerly authentic way that only he can."
27734,Elliott Morgan: Premature,2015,Missing,Missing,Missing,Missing,Missing,Missing,"You've never truly experienced the world until you have seen it through the eyes of an entitled white, privileged, male. Part saucy banter, part whiskey buzzed self degradation, this lovable boychild touches on topics ranging from the creation of the world to goat sex. He's witty. He's charming. We swear he's of legal age. Elliott Morgan is Premature."
27735,Mike Epps: Don't Take It Personal,2015,Missing,Missing,Missing,Missing,Missing,Missing,Mike Epps wastes no time bringing his unapologetic and raunchy swagger to a howling live audience at the historic Orpheum Theater in Los Angeles.
27736,Scavengers,2013,insufficient sample,1.0,insufficient sample,8.0,Missing,Missing,"A team of space scavengers discovers superior alien technology that threatens the balance of the known universe. Hotly pursued by a rival crew of intergalactic mercenaries, the Revelator crew must fight through the deepest reaches of space to locate and protect the life-altering device."
27737,Jerrod Carmichael: Love at the Store,2014,insufficient sample,3.0,Missing,Missing,Missing,Missing,"Rising comedy star Jerrod Carmichael takes to the stage of The Comedy Store in Hollywood, CA where he comically subverts such subjects as poverty, wealth, crime and race and presents his unique take on national tragedies, female empowerment, and more."
27738,Keith Lowell Jensen: Atheist Christmas,2014,Missing,Missing,Missing,Missing,Missing,Missing,Documentary about how an irreverent atheist celebrates Christmas.
27739,"Myq Kaplan: Small, Dork and Handsome",2014,Missing,Missing,Missing,Missing,Missing,Missing,Wise guy Myq Kaplan is Small Dork and Handsome. The might of Myq's manic comedy machine is sure to stupefy and amuse in this hour long tour de force.
27740,Kurt Metzger: White Precious,2014,Missing,Missing,Missing,Missing,Missing,Missing,Standup special filmed at the Gramercy Theatre in New York..
27741,Tracy Morgan: Bona Fide,2014,insufficient sample,1.0,Missing,Missing,Missing,Missing,"The legendary Tracy Morgan returns to his roots in his new stand-up special, ""Tracy Morgan: Bona Fide"". Tracy delivers a hilarious hour that includes everything from growing up in the projects to the time Prince threw him out of his house after a party."
27742,Joe Rogan: Rocky Mountain High,2014,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Perched high above it all in Denver, Joe Rogan¹s brand-new one-hour stand-up special, ""Rocky Mountain High,"" has a clear perspective. Tune in to find out the real meaning of infinity, why Joe will lie to you on stage and why Kim Kardashian is the most popular woman in the world. Filmed at the renowned Denver Comedy Works in downtown Denver, ""Rocky Mountain High"" proves if you¹re not paranoid, you¹re not paying attention."
27743,Greg Giraldo: Midlife Vices,2009,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Comedy Central Roast regular Greg Giraldo isn't shy about tearing into his fellow funnymen (and women) at the network's frequent specials, and he turns his wicked wit to a variety of topics in this live show. In Midlife Vices, Giraldo extols the virtues of drinking in your 40s, praises New York's Puerto Rican Day Parade, questions Barack Obama's smoking habit, and leaves no comic target unscathed."
27744,Sebastian Maniscalco: Aren't You Embarrassed?,2014,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Sebastian Maniscalco examines the shameless behaviors of our modern society - from the small daily annoyances to the publicly obnoxious - when he asks, ""Aren't You Embarrassed?"" This new, one-hour comedy special is deeply relatable and highly entertaining as it is inspired by real-life irritations that keep audiences rolling in laughter."
27745,Robert Newman's History of Oil,2006,Missing,Missing,Missing,Missing,Missing,Missing,"Stand-up comedian Robert Newman gets to grips with the wars and politics of the last hundred years, from WWI through to the 2003 invasion of Iraq; but rather than adhering to the history we were fed at school, this show places oil centre stage as the cause of all commotion. This innovative history programme is based around Robert Newman's stand-up act and supported by resourceful archive sequences and stills with satirical impersonations of historical figures from Mayan priests to Archduke Ferdinand."
27746,Alan Davies: Live at the Lyric,1994,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Following his 'Perrier Award' nomination and his 'Festival Critics' award for his sold out season at the Edinburgh Festival, Alan Davies performed his one man show at the Lyric Theatre in the heart of London's West End."
27747,"Al Murray, The Pub Landlord - Glass of White Wine for the Lady",2004,Missing,Missing,Missing,Missing,Missing,Missing,Al Murray's Pub Landlord puts the world to rights with his lager fuelled philosophies.
27748,John Pinette: I Say Nay Nay,2005,insufficient sample,2.0,Missing,Missing,Missing,Missing,John Pinette has been cracking up audiences around the world for more than 15 years. He was named Stand-Up Comedian of the Year by the American Comedy Awards in 1999 and he received a Gemini Award nomination for his superb televised performance at The Montreal Comedy Festival in 2000.
27749,John Pinette: I'm Starvin'!,2007,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Fresh from his role in the Broadway musical hit ""Hairspray,"" self-effacing stand-up funnyman John Pinette delivers nonstop laughs at the Montreal Comedy Festival. An all-new routine covers topics from health food to family get-togethers, and backstage footage and hilarious outtakes add to the fun. Pinette's successful acting career extends to TV and the big screen as well as the stage; his films include Duets, Dear God and Junior."
27750,Micky Flanagan: Live - Back In The Game Tour,2013,Missing,Missing,Missing,Missing,Missing,Missing,"Micky's sell-out Back In The Game tour was the biggest comedy event of 2013 playing to over half a million people across the UK and Ireland. Recorded live at London's Hackney Empire, join one of the nation's best-loved comedians performing to his home crowd in this hilarious brand new DVD packed full of guaranteed laughter.  The celebrated comic has an adept ability to charm his audience with tales of middle age, marriage and making sausage sandwiches. Micky has firmly established himself as a superstar comedian earning rave reviews (""Flanagan is the man of the moment, comedy's meteoric success""--The Telegraph), and winning over the hearts and homes of the Great British public proving he's not only back in the game but he's well and truly on top of it."
27752,Don't Hang Up,2016,insufficient sample,1.0,Missing,Missing,0,Fewer than two women in this movie,An evening of drunken prank calls becomes a nightmare for a pair of teenagers when a mysterious stranger turns their own game against them.
27753,The Glass Castle,2017,insufficient sample,10.0,0.5,18.0,3,There are two or more women in this movie and they talk to each other about something other than a man,"A young girl is raised in a dysfunctional family constantly on the run from the FBI. Living in poverty, she comes of age guided by her drunkard, ingenious father who distracts her with magical stories to keep her mind off the family's dire state, and her selfish, nonconformist mother who has no intention of raising a family, along with her younger brother and sister, and her other older sister. Together, they fend for each other as they mature in an unorthodox journey that is their family life."
27754,Mean Dreams,2016,insufficient sample,8.0,insufficient sample,8.0,Missing,Missing,"When two youngsters meet and fall for each other, they must go on the run from the girl's corrupt father, who is also the sheriff of the town."
27755,Banking on Bitcoin,2016,Missing,Missing,insufficient sample,2.0,Missing,Missing,"Not since the invention of the Internet has there been such a disruptive technology as Bitcoin. Bitcoin's early pioneers sought to blur the lines of sovereignty and the financial status quo. After years of underground development Bitcoin grabbed the attention of a curious public, and the ire of the regulators the technology had subverted. After landmark arrests of prominent cyber criminals Bitcoin faces its most severe adversary yet, the very banks it was built to destroy."
27757,Disaster!,2006,Missing,Missing,insufficient sample,8.0,Missing,Missing,"A spoof of disaster films, an asteroid is coming towards earth and Harry Bottoms is in charge of saving us all...again..."
27758,Dartmoor Killing,2015,Missing,Missing,insufficient sample,4.0,Missing,Missing,"A dark and atmospheric story of female friendship tested by deceit, betrayal and a terrifying past. Susan, outwardly confident and Becky, more fragile and shy, both in their late twenties, are inseparable friends. But both women have secrets they have not shared, some recent, some long past and deeply buried. When, on a weekend trip to Dartmoor, they encounter the charismatic Chris, they are led into a web of mind games, sexual deceit and betrayal. As Becky's traumatic involvement in Chris' own damaged past is revealed, a psychological journey swiftly becomes a fight for survival."
27760,The Thirteenth Tale,2013,insufficient sample,4.0,insufficient sample,9.0,Missing,Missing,"Biographer Margaret Lea travels to the isolated rural mansion of the famous writer Vida Winter, who asks her to write her biography. Although initially she is reluctant, as Vida is known for constantly distorting the facts of her life, Margaret soon becomes fascinated with the story of a dark childhood, a disturbing tale that leads her to finally confront the traumas of her own past."
27761,Eu Maior,2013,Missing,Missing,Missing,Missing,Missing,Missing,"Eu Maior (Higher Self) is a Brazilian feature-length documentary presenting a fresh look at self-knowledge and the pursuit of happiness. The filmmakers interviewed thirty individuals with distinct backgrounds, including spiritual leaders, intellectuals, artists and professional athletes. Their touching personal stories, combined with the film's beautiful images and music, are certain to appeal to any audience's intelligence and artistic sensibility.  - Anonymous"
27762,Painkillers,2015,insufficient sample,3.0,insufficient sample,4.0,Missing,Missing,"Led by Major John Cafferty, a squad of US soldiers are sent on a mission,deep into the mountainous regions of Afghanistan with orders to extract a mysterious top secret package. Now they are back home in a military hospital because they have no memory of what happened to them, or even who they are. In time, they start to recall the strange events that occurred: apparitions that appeared, luring some of them to their deaths and readings of a powerful electromagnetic energy from a strange unearthly power source. But there is no time to dwell on the past, they need to face the bitter truth about how they ended up in Afghanistan to begin with and the betrayals that wiped out their minds and nearly destroyed their lives."
27764,Tom of Finland,2017,insufficient sample,2.0,insufficient sample,2.0,Missing,Missing,"Touko Laaksonen, a decorated officer, returns home after a harrowing and heroic experience serving his country in World War II, but life in Finland during peacetime proves equally distressing. He finds peace-time Helsinki rampant with persecution of the homosexual and men around him even being pressured to marry women and have children. Touko finds refuge in his liberating art, specialising in homoerotic drawings of muscular men, free of inhibitions. His work – made famous by his signature ‘Tom of Finland’ – became the emblem of a generation of men and fanned the flames of a gay revolution."
27765,Magnus,2016,Missing,Missing,Missing,Missing,Missing,Missing,"From a young age Magnus Carlsen had aspirations of becoming a champion chess player. While many players seek out an intensely rigid environment to hone their skills, Magnus’ brilliance shines brightest when surrounded by his loving and supportive family. Through an extensive amount of archival footage and home movies, director Benjamin Ree reveals this young man’s unusual and rapid trajectory to the pinnacle of the chess world. This film allows the audience to not only peek inside this isolated community but also witness the maturation of a modern genius."
