,title,year,crew_pct_women,crew_n,cast_pct_women,cast_n,bechdel_score,bechdel_desc,synopsis
26041,Audrie & Daisy,2016,Missing,Missing,Missing,Missing,Missing,Missing,"A documentary film about three cases of rape, that includes the stories of two American high school students, Audrie Pott and Daisy Coleman. At the time of the sexual assaults, Pott was 15 and Coleman was 14 years old. After the assaults, the victims and their families were subjected to abuse and cyberbullying."
26043,Iliza Shlesinger: Confirmed Kills,2016,Missing,Missing,Missing,Missing,Missing,Missing,"The standup sensation tackle's TV's ""Shark Tank,"" what it means to be a woman and how to deal with the lawless party goblin that lives in us all."
26044,L'Autre vie de Richard Kemp,2013,insufficient sample,3.0,insufficient sample,3.0,Missing,Missing,"Inspector Richard Kemp never got around to putting the handcuffs around the Eardrum Slasher, a dangerous serial killer whose rampage began 20 years before. When Hélène, a psychologist, witnesses the Slasher’s latest crime and offers to testify, Kemp falls in love with her at first sight. In a mysterious turn of event, Kemp is suddenly transported back in time to the site of the Eardrum Slasher’s first murder, he realizes that this could provide a second chance to catch the killer..."
26045,Kenau,2014,insufficient sample,1.0,insufficient sample,4.0,Missing,Missing,"While she fights a heroic battle against the Spanish besieger with her female army, Kenau, driven by hate and sorrow of the execution of her youngest daughter, is threatened to also lose her eldest daughter, because her fear and pain are covered by her stubborn closeness."
26046,Pastorela,2011,Missing,Missing,insufficient sample,7.0,Missing,Missing,"Agent Jesus Juarez (aka Chucho) has always played the Devil in his town's Nativity Play. This Christmas, when the new pastor of the church recasts the role, the two men engage in a battle between good and evil."
26047,There's Only One Jimmy Grimble,2000,insufficient sample,8.0,Missing,Missing,Missing,Missing,"Jimmy Grimble is a shy Manchester school boy. At school he is constantly being bullied by the other kids, and at home he has to face his mother's new boyfriend. However, through football, and some special boots, he manages to gain the confidence to succeed and leads his school football team towards the final of the local schools cup."
26048,Going Attractions: The Definitive Story of the American Drive-in Movie,2013,insufficient sample,1.0,insufficient sample,1.0,Missing,Missing,"Once a vibrant part of American culture, drive-ins reached their peak in the late 1950s with almost 5,000 dotting the nation. Although drive-ins are experiencing a resurgence, today less than 400 remain. In a nation that loves cars and movies, why haven't they survived?  April Wright's lovingly made documentary--filled with archival images of hundreds of open and closed drive-in theaters and interviews with theater owners and cinema luminaries such as Roger Corman--attempts to answer that question."
26051,Papeles en el viento,2015,Missing,Missing,insufficient sample,3.0,Missing,Missing,"When El Mono dies, his three longtime friends try to recover from the loss and want to secure his little girl's future. But for Fernando, Mauricio and El Ruso this will not be easy. They decide to recover a big investment El Mono had made when he had bought a soccer player who was supposed to become a star."
26054,Homeless in America,2004,insufficient sample,2.0,insufficient sample,2.0,Missing,Missing,A documentary about people who are homeless and those who help them. Don't give the homeless a hand out; give them a hand up.
26057,Mary Pickford: The Muse of the Movies,2008,insufficient sample,1.0,Missing,Missing,Missing,Missing,"This documentary traces the life and work of the legendary ""America's Sweetheart"" Mary Pickford, silent film star, movie pioneer and keen businesswoman. Pickford's life also parallels an even larger story, telling of the birth of the cinema itself."
26058,Bone Daddy,1998,insufficient sample,1.0,0.2727272727272727,11.0,Missing,Missing,"Doctor Palmer, a former pathologist, wrote a fictional book based on his real cases. In the book, the madman gets caught, but in reality he is still uncaught. After the book is released, Palmer's editor is kidnapped. Palmer soon is sent a present containing a page of his book, and a bone from his editor. Together with the police, Palmer tries to find his editor, who might still be alive. In addition, his own son becomes one of the main suspects. Written by Julian Reischl"
26059,Level Up,2016,insufficient sample,2.0,insufficient sample,6.0,Missing,Missing,Gamers enter virtual reality video game contest for money only to realize things are not the way they seem.
26060,The Girl with All the Gifts,2016,Missing,Missing,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man,"In the future, a strange fungus has changed nearly everyone into a thoughtless, flesh-eating monster. When a scientist and a teacher find a girl who seems to be immune to the fungus, they all begin a journey to save humanity."
26061,El ciudadano ilustre,2016,Missing,Missing,insufficient sample,2.0,Missing,Missing,"After refusing big and prestigious awards all over the world, Mr. Mantovani, Literature Nobel Prize winner, accepts an invitation to visit his hometown in Argentina, which has been the inspiration for all of his books. It turns out that accepting this invitation is the worse idea of his life. Expect the unexpected when you have used real people as characters in your novels!"
26063,Abattoir,2016,insufficient sample,6.0,insufficient sample,8.0,Missing,Missing,A reporter unearths an urban legend about a home being constructed from rooms where horrific tragedies have occurred.
26064,All Roads Lead to Rome,2016,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Maggie is an uptight, single mother and college writing teacher from New York City. In an effort to reconnect with her troubled teen daughter Summer, she decides to embark on a journey to a Tuscan village where she frequented in her younger days. Upon arrival, Maggie runs into Luca a handsome former lover who is still a bachelor and lives with his eighty-year-old mother Carmen. Summer (missing her “bad boy” boyfriend in NYC) and Carmen (secretly planning a wedding against Luca’s wishes to MARCELINO, her one true love in Rome) impulsively steal Luca’s car and race off to Rome. Maggie and Luca quickly pursue allowing the two mismatched couples to spend some time together and develop a new understanding of each other."
26066,In the Dark Half,2012,insufficient sample,2.0,insufficient sample,5.0,3,There are two or more women in this movie and they talk to each other about something other than a man,A teenage girl comes to terms with the unexplained death of the boy next door.
26067,Maigret Sets a Trap,2016,insufficient sample,2.0,0.35714285714285715,14.0,Missing,Missing,Chief Inspector Jules Maigret hunts for a serial killer.
26072,Shimauma,2016,Missing,Missing,insufficient sample,3.0,Missing,Missing,"Dora (Ryo Ryusei) and associates runs a badger game scheme to extort victims out of money. One day though, their target looks like an ordinary guy, but he turns out to be a yakuza. Dora and his associates fall into a far darker world. Dora steps into a business that offers to take revenge on others by any means necessary."
26074,Ngai sing,2016,insufficient sample,4.0,insufficient sample,7.0,Missing,Missing,"During the warlords era in China, a village located in rural area called Pucheng fell into dangerous situation when its government allocated all its military force to the front line, the cruel commandant Cao from the enemy troops arrived the village and killed the innocent, the guardians of Pucheng were desperate to fight against Cao for justice and to protect their homeland."
26076,Ma vie de courgette,2016,insufficient sample,3.0,Missing,Missing,Missing,Missing,"After his mother’s death, Zucchini is befriended by a kind police officer, Raymond, who accompanies him to his new foster home filled with other orphans his age. There, with the help of his newfound friends, Zucchini eventually learns to trust and love as he searches for a new family of his own."
26080,Raiders of the Sun,1992,insufficient sample,1.0,insufficient sample,3.0,Missing,Missing,"Bloodthirsty factions rule the barren earth. It's the 21st Century and a biological disaster has ruined the planet. Here, in a world where gunpowder is more valuable than gold, a few hundred survivors wage the final conflict for power and control. Yet among them rises a new warrior, destined to shape the aeons which will follow -- a man who stops at nothing to achieve his ends, and for whom courage is the only commodity"
26082,In-Lawfully Yours,2016,insufficient sample,1.0,insufficient sample,4.0,Missing,Missing,"Following both the death of her father-in-law and a divorce, Jesse, a New Yorker, returns to a small town to live with her now widowed mother-in-law.  Jesse struggles to fit in with the local townsfolk who don’t welcome her with open arms to say the least.  Jesse becomes acquainted with the local pastor, her widowed brother-in-law, falling in love with him, much to the dismay of the community. Things get even more complicated when her ex-husband comes calling, suspiciously trying to win her back.  Between her love life and entangled in-laws, Jesse is tested as she seeks the answer to where she truly belongs."
26084,Tschick,2016,insufficient sample,4.0,Missing,Missing,Missing,Missing,"Mike is a loner: no friends, no hobbies, no girlfriend. That is until he meets Tschick, who's new in school, looks like he's been in a lot of fights and has a tendency to be drunk. At the beginning of the summer break, Tschick shows up at Mike's door with a stolen car and together they start the adventure of their lifetime: no parents, no maps, no plan - but definitely a lot of fun."
26086,Joan Baez: How Sweet the Sound,2009,Missing,Missing,insufficient sample,4.0,Missing,Missing,"Following folk musician Joan Baez on her extensive 2008-2009 tour, this film commemorates her career, which has spanned five decades. It includes concert and archival footage as well as interviews with such disparate colleagues, friends and admirers as Bob Dylan, Jesse Jackson and David Crosby. In addition to the music, it also touchs upon Baez's long history of global social activism."
26087,Publieke Werken,2015,Missing,Missing,insufficient sample,2.0,Missing,Missing,"1888: a luthier, Vedder, has to step aside when his home, opposite the recently completed Central Station in Amsterdam, must yield for the planned Victoria Hotel. His cousin Anijs, pharmacist in the Northern provinces of the Netherlands, has gotten into a fix after illegal medical practices, and is looking for a way out. For himself and his wife Martha, but also for a colony of poor peat cutters whom he promises a future in the United States. Committed - or is it pride? - the two of them think up a scheme from which they all will fully benefit. With tragic consequences."
26088,Sioux City,1994,insufficient sample,1.0,insufficient sample,7.0,Missing,Missing,"A young Lakota Sioux, adopted by a wealthy Jewish couple in Beverly Hills, gets in touch with his cultural roots and solves a mystery in this thriller"
26090,Delhi in a Day,2012,insufficient sample,1.0,insufficient sample,3.0,Missing,Missing,"Jasper has arrived in Delhi to begin a tour of India, where the newness of his surroundings quickly prove overwhelming. As he is drawn into the dynamics of his host family, the Bhatias, he finds that his mere presence has upset the natural order of things. Jasper finds that the first day of his journey is possibly more than he bargained for."
26091,Sneakerheadz,2015,insufficient sample,1.0,Missing,Missing,Missing,Missing,"To Rock or Stock? That is the question. Sneakerheads will do almost anything to get their hands on a unique pair of kicks, going to such extreme lengths as hiding in trash cans to score a pair of Retro Jordan 11s to camping for days in sub zero temperatures for the latest Nike Foamposites. How did sneakers become as prized as collectable art? From the shores of Cali to the congested streets of Tokyo, Sneakerheadz examines the cultural influence of sneaker collecting around the world and delves into a subculture whose proud members don’t just want to admire art, they want to wear it."
26092,Redistributors,2016,Missing,Missing,insufficient sample,2.0,Missing,Missing,"A city PR girl goes on the run accused of leaking information from the military supply company where she works. Chased by ex-soldiers she hides with her brother, a member of a shadowy hacker group, and has to choose between her luxury life - and the Redistributors."
26098,Neal Cassady,2007,Missing,Missing,0.42857142857142855,14.0,Missing,Missing,"The story of what happened to Neal Cassady after Jack Kerouac's ""On The Road"" came out. Deals primarily with Neal's relationship to his fictional alter-ego, Dean Moriarty."
26099,Crossing Point,2016,insufficient sample,2.0,insufficient sample,6.0,Missing,Missing,"A young American couple in love, Michael and Olivia vacation in Baja, but things take a frightening turn when Olivia is kidnapped by drug dealer, who demands that Michael smuggle a backpack full of cocaine-stolen from a rival cartel-over the border into the U.S. within twelve hours or else Olivia will be killed. A good Tijuana Cop is on the trail, as Michael navigates the treacherous underworld of Mexico, and he himself becomes a force to be reckoned with..."
26103,Amanda Knox,2016,insufficient sample,5.0,insufficient sample,1.0,Missing,Missing,"This gripping, atmospheric documentary recounts the infamous trial, conviction and eventual acquittal of Seattle native Amanda Knox for the 2007 murder of a British exchange student in Italy."
26104,Brotherly Love,2015,insufficient sample,2.0,insufficient sample,3.0,Missing,Missing,West Philadelphia basketball star Sergio Taylor deals with the pressures of fame while his brother and sister have their own issues with ambition.
26105,Imperial Dreams,2014,insufficient sample,2.0,Missing,Missing,Missing,Missing,"A 21-year-old reformed gangster's devotion to his family and his future is put to the test when he is released from prison and returns to his old stomping grounds in Watts, Los Angeles."
26106,All Eyez on Me,2017,insufficient sample,5.0,0.36363636363636365,11.0,1,"There are two or more women in this movie, but they don't talk to each other","All Eyez on Me chronicles the life and legacy of Tupac Shakur, including his rise to superstardom as a hip-hop artist, actor, poet and activist, as well as his imprisonment and prolific, controversial time at Death Row Records. Against insurmountable odds, Tupac rose to become a cultural icon whose career and persona both continue to grow long after his passing."
26108,All the Difference,2016,Missing,Missing,Missing,Missing,Missing,Missing,"Filmed over five and a half years, ALL THE DIFFERENCE (83 min.) weaves together the stories of two tough, yet promising young black men, Robert and Krishaun, as they navigate their lives through their high school senior year and all four years of college. They come from broken homes and low-income, high-risk communities in Chicago where barely 50% of young black men graduate from high school and of those that do graduate less than half go on to college and even fewer will graduate within 4 to 6 years. The film explores the factors in their lives (education, parents and grandparents, teachers, role models, personal drive and community support) that made all the difference in helping them be the first in their families to most likely escape poverty and secure a place in the middle class."
26109,Je suis supporter du Standard,2013,insufficient sample,2.0,insufficient sample,8.0,Missing,Missing,"Milou is a football addict. His life is dedicated to his local team: Le Standard de Liège. Milou has no limit when it comes to his football club. But, when he meets Martine, he will soon find good reasons to start his football therapy.."
26110,Ci vuole un gran fisico,2013,Missing,Missing,insufficient sample,2.0,Missing,Missing,
26111,Fratelli unici,2014,insufficient sample,1.0,insufficient sample,8.0,Missing,Missing,"A funny story about two brothers, Pietro and Francesco, and what happens with them and their families after Petro loses his memory."
26112,Io che amo solo te,2015,Missing,Missing,insufficient sample,4.0,Missing,Missing,Lukewarm wedding acquires a new meaning when the father of the groom rekindles his long-time love for the mother of the bride.
26113,La scelta,2015,Missing,Missing,insufficient sample,7.0,Missing,Missing,
26114,Cemento Armato,2007,insufficient sample,1.0,Missing,Missing,Missing,Missing,
26115,Interrogation,2016,insufficient sample,5.0,insufficient sample,9.0,Missing,Missing,"After the FBI receives a threat that endangers the entire city, an interrogator and an I.T. specialist are plunged into a series of mind games with a criminal mastermind, desperately racing against time to uncover the villain's true agenda as they fight to protect thousands of lives."
26118,Sing yuet tung wa,1999,insufficient sample,1.0,Missing,Missing,Missing,Missing,"On the eve of her Japanese wedding, Hitomi (Takako Tokiwa) loses her fiance, Tatsuya, to a car accident. She travels to Hong Kong seeking solace and meets undercover cop Karbo -- a dead ringer for Tatsuya. The duo is forced to take it on the lam when a corrupt colleague frames Karbo, and Hitomi soon finds herself torn between her love for Tatsuya and her blossoming feelings for her fellow fugitive. Leslie Cheung plays Tatsuya and Karbo."
26119,Oliver's Deal,2015,Missing,Missing,insufficient sample,5.0,Missing,Missing,"Set against the backdrop of an international finance deal in New York and Peru, Oliver's Deal is an intense political drama which explores how far people will go to get what they want."
26121,My Name Is Emily,2016,Missing,Missing,Missing,Missing,Missing,Missing,"Packed off to a foster home after her father is insti­tu­tion­al­ized, a rebellious young Irish girl resolves to bust her dad out of the hospital where he's been confined."
26123,Gringo: The Dangerous Life of John McAfee,2016,insufficient sample,2.0,insufficient sample,1.0,Missing,Missing,"The strange story of John McAfee, who went from millionaire software mogul to yogi, Kurtz-like jungle recluse to potential murderer, and most recently a prospective presidential candidate for the American Libertarian Party."
26124,No manches Frida,2016,Missing,Missing,insufficient sample,1.0,Missing,Missing,"After his release from prison, bank robber Zequi sets off to recover the stolen money that was buried by his dizzy accomplice. He's horrified to learn that a high school gymnasium is now standing over the site where the loot is stashed. Needing to infiltrate the building, Zequi lands a job as a substitute teacher for a group of wild and unruly students. As the ex-con tries to lay down the law, he starts to realize that life in jail may have been easier than trying to deal with rebellious teens."
26125,Kicks,2016,insufficient sample,4.0,insufficient sample,5.0,Missing,Missing,"When his hard-earned kicks get snatched by a local hood, fifteen-year old Brandon and his two best friends go on an ill-advised mission across the Bay Area to retrieve the stolen sneakers."
26126,Operation Avalanche,2016,Missing,Missing,insufficient sample,4.0,Missing,Missing,"In 1967, four undercover CIA agents were sent to NASA posing as a documentary film crew. What they discovered led to one of the biggest conspiracies in American history."
26127,The Third Annual 'On Cinema' Oscar Special,2015,Missing,Missing,Missing,Missing,Missing,Missing,Tim Heidecker and Gregg Turkington proudly uphold the tradition of hosting the worst Oscar coverage show in history while awaiting the arrival of a legend of Old Hollywood.
26128,States of Grace,2005,insufficient sample,2.0,insufficient sample,2.0,Missing,Missing,"A drive-by shooting in Venice, California, changes the lives of five people forever. States of Grace tells the story of a homeless street preacher, Louis, a gang banger, Carl, an aspiring actress, Holly, and two young missionaries, Lozano and Farrell, in what critics have hailed as one of the finest films of the year and one of the best Christian-themed films ever made."
26129,Body Melt,1994,0.15789473684210525,19.0,Missing,Missing,Missing,Missing,"Residents of peaceful Pebbles Court, Homesville, are being used unknowingly as test experiments for a new 'Body Drug' that causes rapid body decomposition (melting skin etc.) and painful death."
26130,Killswitch,2015,Missing,Missing,insufficient sample,2.0,Missing,Missing,"This Internet is under attack. Communications, culture, free speech, innovation, and democracy are all up for grabs. Will the Internet be dominated by a few powerful interests? Or will citizens rise up to protect it?"
26131,Rumbos paralelos,2016,insufficient sample,1.0,insufficient sample,2.0,Missing,Missing,"Gaby, Fer's mother and Silvia, Diego's mother, live their lives happily, until one day, due to Diego's kidney disease they find out that the kids were switched at birth. In order to save Diego’, both mothers end up in a legal battle to see who will have the custody of which kid."
26132,Bleed,2016,insufficient sample,1.0,insufficient sample,5.0,Missing,Missing,"The inspirational story of World Champion Boxer Vinny Pazienza, who after a near fatal car crash, which left him not knowing if he'd ever walk again, made one of sports most incredible comebacks."
26135,A Busca,2013,insufficient sample,2.0,insufficient sample,3.0,Missing,Missing,"Theo is living the good life in an upscale Brazilian neighborhood. He’s a hardworking doctor, husband, and father. However, Theo has chosen his career over his family, and little by little he discovers that his world is crumbling around him. His beloved mentor and surrogate father is dying, and his wife announces that she wants a divorce. Yet nothing prepares him for the day when he comes home to discover that his 15-year-old son, Pedro, has disappeared. Theo takes to the road in search of his son. In a journey that leads him throughout Brazil, Theo discovers what really matters to him. Searching for his missing son, Theo finds himself."
26136,Dirty 30,2016,insufficient sample,2.0,insufficient sample,7.0,3,There are two or more women in this movie and they talk to each other about something other than a man,"Lifelong friends Kate (Mamrie Hart), Evie (Grace Helbig) and Charlie (Hannah Hart) are in a rut. Kate spends her days at a middling job and her nights alone or on failed dates. Evie is married with the in-laws from hell, wandering from one charitable cause to the next. Charlie has the girl of her dreams but just can’t seem to pull her business (or her act) together. On the eve of Kate’s 30th birthday, she agrees to let Evie and Charlie throw her a party. But what’s supposed to be a simple celebration becomes a wild who’s who of past and present, and things quickly spiral out of control."
26137,Tarde para la ira,2016,insufficient sample,2.0,insufficient sample,2.0,Missing,Missing,"The tentative romance between a gentle Madrid labourer and a working single mother becomes a struggle for survival when the woman’s violent boyfriend returns from prison, in the gritty, suspenseful debut feature from Spanish actor Raúl Arévalo."
26139,Farewell Baghdad,2014,insufficient sample,2.0,insufficient sample,3.0,Missing,Missing,Between the years 1950-51 close to 130 thousand Jews left Iraq. The most ancient community in the world ceased to exist.
26140,Gimme Danger,2016,Missing,Missing,insufficient sample,1.0,Missing,Missing,"No other band in rock'n'roll history has rivaled The Stooges' combination of heavy primal throb, spiked psychedelia, blues-a-billy grind, complete with succinct angst-ridden lyrics, and a snarling, preening leopard of a frontman who somehow embodies Nijinsky, Bruce Lee, Harpo Marx, and Arthur Rimbaud all rolled into one. There is no precedent for The Stooges, while those inspired by them are now legion.  The film will present the context of their emergence musically, culturally, politically, historically, and relate their adventures and misadventures while charting their inspirations and the reasons behind their initial commercial challenges, as well as their long-lasting legacy."
