,title,year,crew_pct_women,crew_n,cast_pct_women,cast_n,bechdel_score,bechdel_desc,synopsis
26338,Elf Bowling the Movie,2007,insufficient sample,1.0,insufficient sample,2.0,Missing,Missing,"So you think you know the real story behind Santa Claus? So starts ""Elf Bowling the Movie: The Great North Pole Elf Strike"" and it takes you on a laugh filled journey from pirate filled oceans to the North Pole to Fiji. There are several toe tapping musical numbers along the way including Wrapplestiltskin rapping and Dingle, the evil brother, crooning. Oh and let's not forget the ""Elf Bowling"". I'm not familiar with the video game but it sure is funny seeing how the game is fit into the film. The elves signature reaction of joy cracked me up. First rate writing, brilliant voice work by Joe Alaskey and Tom Kenney (of Spongebob fame), and superb animation will make this a holiday treat that everyone will enjoy."
26339,La Loi de la jungle,2016,Missing,Missing,insufficient sample,6.0,Missing,Missing,"Marc Châtaigne, an intern at the Ministry of Standards, is sent to French Guiana to implement European construction standards at Guyaneige: the first Amazonian ski slope, intended to boost tourism in French Guiana. There, he meets Tarzan, an attractive intern at the National Forestry Office, with whom he’ll get lost on a journey through the jungle that will take him far, far away…"
26340,El custodio,2007,Missing,Missing,Missing,Missing,Missing,Missing,A bodyguard of a top politician is so dedicated that he's in danger of losing his own identity.
26341,Adulterers,2016,insufficient sample,7.0,insufficient sample,6.0,Missing,Missing,"A man who returns home to find his wife cheating on him on their anniversary. He holds her and her naked and humiliated lover captive at gunpoint while he decides whether or not he's going to kill them. The story, inspired by true events, takes place over one day and is set in New Orleans during a stifling heat wave."
26342,Fritz Lang,2016,Missing,Missing,insufficient sample,9.0,Missing,Missing,Filmmaker Fritz Lang seeks inspiration for his first sound film by immersing himself in the case of serial killer Peter Kürten.
26343,Fuyu no Hi,2003,insufficient sample,3.0,Missing,Missing,Missing,Missing,"Winter Days is a 2003 animated film, directed by Kihachirō Kawamoto. It is based on one of the renku (collaborative linked poems) in the 1684 collection of the same name by the 17th-century Japanese poet Bashō. The creation of the film followed the traditional collaborative nature of the source material – the visuals for each of the 36 stanzas were independently created by 35 different animators. As well as many Japanese animators, Kawamoto assembled leading names of animation from across the world. Each animator was asked to contribute at least 30 seconds to illustrate their stanza, and most of the sequences are under a minute (Yuriy Norshteyn's, though, is nearly two minutes long)."
26345,Amber Alert,2016,insufficient sample,1.0,insufficient sample,5.0,Missing,Missing,A 20 year old man takes a bus full of young children hostage in exchange for money to help his sick mother. Meanwhile a detective must over come doubt from family and co-workers while she tries to negotiate with the hostage taker.
26346,Supersonic,2016,insufficient sample,2.0,Missing,Missing,Missing,Missing,"From award-winning director Mat Whitecross and featuring extensive unseen archive footage, Supersonic charts the meteoric rise of Oasis from the council estates of Manchester to some of the biggest concerts of all time in just three short years.  This palpable, raw and moving film shines a light on one of the most genre and generation-defining British bands that has ever existed, and features candid new interviews with Noel and Liam Gallagher, their mother, and members of the band and road crew."
26348,21 nuits avec Pattie,2015,Missing,Missing,insufficient sample,7.0,Missing,Missing,"During the height of summer, Caroline, a forty-year-old Parisian and mother, arrives in a small village in the south of France. She must hastily organize the funeral of her mother, a flighty lawyer, whom she barely used to see. Caroline is welcomed by Pattie, who likes to talk about her love affairs with the local men to anyone who'll listen. Then, while the whole valley gets ready for the traditional mid-summer dance, Caroline's mother's corpse mysteriously disappears..."
26349,The Swap,2016,Missing,Missing,insufficient sample,4.0,Missing,Missing,"Based on the book by Megan Shull, The Swap follows the adventures of a rhythmic gymnast named Ellie with a make-it-or-break-it competition, and the younger brother named Jack in a hockey family who's vying for a varsity spot on his school team. But when a simple text causes the two to swap bodies, their paths take an unexpected cross."
26350,Center Stage: On Pointe,2016,insufficient sample,1.0,insufficient sample,3.0,Missing,Missing,"In Center Stage: On Pointe, Jonathan Reeves (Gallagher) is tasked with infusing more contemporary styles and modernism into the American Ballet Academy, and enlists his his top choreographers Charlie (Radetsky), Cooper (Stiefel) and Tommy (Wormald) to recruit dancers to compete at a camp where the winners will be selected to join the Academy. Bella Parker (Muñoz), who has always lived in the shadow of her hugely successful sister Kate, finally gets her chance to step into the limelight as one of the dancers recruited for the camp. Chloe Lukasiak plays Gwen, a talented dance prodigy who competes at the camp.  - Denise Petski"
26351,The Christmas Shoes,2002,insufficient sample,2.0,insufficient sample,8.0,Missing,Missing,"Two separate stories mesh - in the first, a young music teacher, Maggie Andrews, begins dying of a heart condition and her son Nathan tries to get a pair of Christmas shoes for her before she dies. In the second, lawyer Robert Layton and his wife Kate are slowly drifting apart and the matter comes to a head during Christmas when Kate takes over for Maggie for the school choir."
26352,Best Christmas Party Ever,2014,Missing,Missing,insufficient sample,2.0,Missing,Missing,"With the holidays approaching, a young party planner arranges a special Christmas party for a New York toy store. When a powerful corporation threatens to shut her down, she decides to follow her heart, moving forward with the party plans and finding true love in time for Christmas."
26353,Pumpkin Pie Wars,2016,insufficient sample,2.0,insufficient sample,3.0,Missing,Missing,"Competing bakery owners, Faye McKenzie and Lydia Harper have been feuding for years with the  Lake Shore County Harvest Festival’s annual pumpkin pie bake-off at the center of it all. The winner not only gets bragging rights and a trophy, but a substantial boost to her business, as well. This year, however, the women are passing the torch to their respective children, Casey and Sam, and when romantic sparks fly between them, this bake-off promises to be one to remember."
26354,The Twelve Trees of Christmas,2013,insufficient sample,1.0,insufficient sample,3.0,Missing,Missing,"Cheri Jamison rallies the residents of her beloved Manhattan neighborhood to participate in a Christmas tree contest when her cherished local library is abruptly set for demolition. Cheri finds herself up against an ambitious developer Tony Shaughnessy, who hires Cordelia, a professional decorator, to win the contest for him. The competition is on, but as Cheri works to save the library she discovers that Tony is more than the heartless man she thought. Will her dedication to the beloved library drive Tony away...and with it a chance at true love?"
26355,All She Wants for Christmas,2006,insufficient sample,3.0,Missing,Missing,Missing,Missing,"Forest City depends entirely on the Aikens Christmas decoration factory. Local economics graduate Judith 'Noelle' Dunn returned there to finish her thesis by analyzing the plant. A freak near-accident matches her with adventurous drifter Justin Allen, whom she gets a menial job in the factory. Alas the late founder discretely footed systematical losses. His haughty granddaughter Ashley Aikens arrives to check if the firm can be made profitable. Noelle is jealous when Ashley keeps contacting Justin, who swears only to have eyes for her. It turns out he is key to more secrets, but will they work for good or bad?"
26356,My Bakery in Brooklyn,2016,insufficient sample,1.0,insufficient sample,5.0,Missing,Missing,Two young women do their best to try and save their dead aunt's bakery
26357,Merry In-Laws,2012,insufficient sample,1.0,insufficient sample,6.0,Missing,Missing,"When down-to-earth Alex says yes to her boyfriend's marriage proposal, she has no idea that her future-in-laws are none other than Mr. and Mrs. Claus."
26358,Love on a Limb,2016,insufficient sample,3.0,Missing,Missing,Missing,Missing,"Aimie Roarke is always up for a cause and when the town’s beloved Oak tree is set to be cut down, she takes it upon herself try and save it. When the Mayor hires a handsome new landscaper to cut it down, she decides the only way to save the tree is to chain herself to it. As Kyle attempts to wait her out and the two start to spend more time together, they may find the Old Tree brings them both more than they could have imagined in life and love."
26359,Death Al Dente: A Gourmet Detective Mystery,2016,insufficient sample,6.0,0.5,12.0,Missing,Missing,"San Francisco homicide detective Maggie Price and former, world-class chef Henry Ross are on the case once again. The crime-solving odd couple investigates the murder of Henry’s friend, a well-known local chef found dead in his kitchen. As they begin to unravel an old family secret, Maggie has to stay one step ahead of a mysterious man in the shadows who appears to be stalking her, while her blossoming relationship with Henry is threatened by the arrival of an ex-love from Maggie’s past."
26360,A Kiss at Midnight,2008,insufficient sample,2.0,Missing,Missing,Missing,Missing,"They say the cobbler's children go barefoot, but must the matchmaker's children go motherless? After their widower father moves to a new town and sets up a computerized matchmaking business, two girls set out to find a stepmother. They create a dating application in the company computer for him. Then they cull through all new women applicants to hand pick the perfect woman for him and force the computer to match them. They don't know the woman they picked is the proprietor of the old-fashioned matchmaking service in town who is planning to prove the computer matching is incompetent."
26361,Mending Fences,2009,insufficient sample,2.0,insufficient sample,8.0,Missing,Missing,"When big-city TV journalist Kelly Faraday (Laura Leighton) gets fired, she moves back to her Nevada hometown, where a severe drought may force her aging mother, Ruth (Angie Dickinson), to sell the family farm to a casino developer. As Kelly and Ruth sort out old differences, the erstwhile reporter and her ex-beau Walt (David Lee Smith) begin to suspect the casino of manipulating the town's water supply. Stephen Bridgewater directs this drama."
26362,Jessica Darling's It List,2016,Missing,Missing,insufficient sample,7.0,Missing,Missing,"Jessica Darling – a smart, witty, opinionated girl heading into 7th grade – was never too concerned about where she'd fit in the middle school hierarchy. But before her first day of school, her older sister — the super popular Bethany, now in college—decides to help out by giving her the “It List”—a cheat sheet on how to navigate the middle school maze and rise to the top of the popularity chain. The instructions appear simple enough to follow, but, like life, nothing is as easy as it seems."
26363,Sweet Surrender,2014,Missing,Missing,insufficient sample,5.0,Missing,Missing,"After getting his heart broken by his childhood sweetheart, Tom Campbell escaped from his home town to join the military. Years later, Tom returns home with the news of his grandmother’s failing health and business.  A town treasure, Cupid’s is known for its enchanting reputation of guiding guests to find love. Chelsea, the mayor and Tom’s ex-flame, takes advantage of this bad news and devises a scheme to get the property sold to make way for a mall. Although pressured to save the bed and breakfast, Tom’s history of heart break makes it difficult to stand up for such a symbol of love. Sharing in his skepticism of love is Nancy, a new police officer in town. With Nancy’s encouragement, Tom just might make the effort to keep the landmark afloat after all."
26364,Gourmet Detective,2015,insufficient sample,3.0,insufficient sample,2.0,Missing,Missing,"Famed culinary consultant Henry Ross is a charming food industry insider in San Francisco. When suspicious  sabotage ends in a shocking murder at his friend’s five-star restaurant, Henry is put on the case with strong-willed  police detective and single mom, Maggie Price. Despite Maggie’s protests, they must work together to decipher  the clues and investigate all of San Francisco’s top culinary pros."
26365,Gourmet Detective: A Healthy Place to Die,2015,insufficient sample,9.0,0.5384615384615384,13.0,Missing,Missing,"When Henry is invited as a guest speaker at a luxury resort spa, he quickly finds himself at the center of another murder. With Maggie at his side, our favorite duo must not only find the killer but be careful they don't become his latest victim."
26366,Romantically Speaking,2015,insufficient sample,1.0,0.2727272727272727,11.0,Missing,Missing,"A young lady who has grown up with her father being a radio DJ, becomes one herself. Falls in love and hosts a 'Romantically Speaking' show."
26367,Plan Bart,2014,Missing,Missing,insufficient sample,1.0,Missing,Missing,"Written by Roel Mondelaers and Hans Van Nuffel, Plan Bart is a romantic comedy about competing desires -- sacrificing one's childhood dreams for the responsibilities of adulthood, air guitar championships for diapers and bottles, 'having sex' with 'making love.'"
26369,Always Shine,2016,insufficient sample,9.0,insufficient sample,8.0,3,There are two or more women in this movie and they talk to each other about something other than a man,"On a trip to Big Sur, two friends, both actresses, try to reconnect with one another. Once alone, the women's suppressed jealousies and deep-seated resentments begin to rise, causing them to lose their grasp on not only the true nature of their relationship, but also their identities."
26370,Song of Lahore,2015,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Until the late 1970s, the Pakistani city of Lahore was world-renowned for its music. Following the Islamization of Pakistan, many artists struggled to continue their life's work. Song of Lahore turns the spotlight on a group of stalwart musicians that kept playing and ultimately attracted listeners from around the world."
26371,A Light Beneath Their Feet,2016,insufficient sample,1.0,insufficient sample,9.0,Missing,Missing,A high school senior must choose between enrolling at the college of her dreams and remaining at home to take care of her bipolar mother.
26372,Denial,2016,0.18181818181818182,11.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man,"Acclaimed writer and historian Deborah E. Lipstadt must battle for historical truth to prove the Holocaust actually occurred when David Irving, a renowned denier, sues her for libel."
26373,It's All Good,2016,Missing,Missing,Missing,Missing,Missing,Missing,"Aaron, Vinny and Cooper are dead broke and ready to give up on their pursuit of becoming big shot filmmakers. Desperate to keep the dream alive, they turn to crowdfunding for their first feature film and raise $75,000 dollars. However, they are overtaken by greed and instead blow the money on frivolous luxuries. Now they must face the consequences, including some shady acquaintances interested in their fortune, and an onslaught of angry donors who have been deceived."
26374,The Rocky Horror Picture Show: Let's Do the Time Warp Again,2016,Missing,Missing,0.45454545454545453,11.0,Missing,Missing,"A straitlaced, square couple, seeking shelter from a storm, find themselves in the castle of a transsexual alien mad scientist intent on creating a buff bodybuilder."
26375,Jack Reacher: Never Go Back,2016,Missing,Missing,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man,"Jack Reacher must uncover the truth behind a major government conspiracy in order to clear his name. On the run as a fugitive from the law, Reacher uncovers a potential secret from his past that could change his life forever."
26377,Hamilton's America,2016,insufficient sample,2.0,0.21428571428571427,14.0,Missing,Missing,"Hamilton's America delves deeper into the creation of the Hamilton musical, revealing Lin-Manuel Miranda's process of absorbing and then adapting Hamilton's epic story into groundbreaking musical theater."
26378,In a Valley of Violence,2016,0.3076923076923077,13.0,Missing,Missing,2,"There are two or more women in this movie, but they only talk to each other about a man","The story of a drifter named Paul who arrives in a small town seeking revenge on the thugs who murdered his friend. Sisters Mary Anne and Ellen, who run the town's hotel, help Paul in his quest for vengeance."
26379,Terror - Ihr Urteil,2016,insufficient sample,4.0,insufficient sample,4.0,Missing,Missing,"A hijacker threatens to bring down a passenger plane to a crowded football stadium. Fighter pilot Lars Koch decides to shoot down the machine. The court of Berlin should decide whether Lars Koch is a hero or a murderer. The viewers become jurors, and their decision determines the outcome of the film."
26380,Z Airando,2015,Missing,Missing,insufficient sample,4.0,Missing,Missing,"Hiroya Munakata (Sho Aikawa) is the leader of the yakuza group Munakata-gumi. After 10 years since the big fight, Hiroya Munakata's non blood-related younger brother Takashi (Shingo Tsurumi) is released from prison, but Takashi’s daughter, Hyuga (Maika Yamamoto) says she does not want to meet her father and runs away from home.  Hiroya, Takashi and Hiroya’s subordinate Shinya (Red Rice) go to Zeni Island where Hyuga is headed to. Something they never expected is waiting for them."
26381,Bang Bang Baby,2014,Missing,Missing,insufficient sample,10.0,Missing,Missing,A small town teenager in the 1960s believes her dreams of becoming a famous singer will come true when her rock star idol gets stranded in town. But a leak in a nearby chemical plant that is believed to be causing mass mutations threatens to turn her dream into a nightmare.
26383,Black Mountain Poets,2016,Missing,Missing,insufficient sample,4.0,Missing,Missing,"Two professional con artist sisters go on the run and assume the identities of The Wilding Sisters, guest stars of a poetry retreat in the depths of the Black Mountains. A romantic comedy drama about love, crime, spirituality, and soul"
26384,Sneekweek,2016,insufficient sample,5.0,0.45454545454545453,33.0,Missing,Missing,"Six friends go to party for a week during the ""Sneekweek"". But they are haunted by a secret from their past."
26385,Razend,2011,Missing,Missing,insufficient sample,2.0,Missing,Missing,"Sven (15) will be director and has been busy filming. He films his friends, especially those to do free running and put the videos on YouTube. He asks Roosmarijn to work on his first feature film. They may not know that he gets a thrashing at home regularly. He manages his bruises for anyone to hide until he one day so badly that he absconds with his grandmother. Thus he misses his birthday. Roosmarijn thinks he likes her anymore and his friends are angry with him. He decides to once and for all to deal with his father until he discovered why his father beats him."
26386,Sneeuwwitje En De Zeven Kleine Mensen: Een Modern Sprookje,2015,Missing,Missing,insufficient sample,1.0,Missing,Missing,
26387,Assepoester: Een Modern Sprookje,2014,Missing,Missing,insufficient sample,1.0,Missing,Missing,
26388,Christmas Magic,2011,insufficient sample,1.0,insufficient sample,3.0,Missing,Missing,"Carrie Bishop, a successful event planner in New York City, is left unconscious after a car accident. In order to ""pass over"" to Heaven, she must help Scott Walker and his daughter Abby save their restaurant and find their Christmas spirit."
26389,Trading Christmas,2011,insufficient sample,10.0,insufficient sample,7.0,Missing,Missing,"Emily (Faith Ford) misses her daughter Heather (Emma Lahana), who is attending college in Boston. Since her father died, Heather is sensitive to her mom’s dependence on long-standing holiday traditions. This Christmas, Heather has planned a trip to Phoenix with her boyfriend, but tells her mother she is staying on campus to study.  After Emily arranges a house-swap with Charles (Tom Cavanagh), an English professor from Boston who wants Washington State’s solitude in order to finish his novel, Emily hops on a flight to Boston to surprise Heather for Christmas. Unaware of the house swap, Emily’s best friend, Faith (Gabrielle Miller) walks in on Charles at Emily’s house and in Boston, Ray, Charles’ brother (Gil Bellows) responds to a 911 call only to find Emily at Charles’ condo. Will Christmas travel calamities lead to cross-country romances? Or have there been one too many surprises already?"
26390,Confessions of an Ugly Stepsister,2002,insufficient sample,2.0,insufficient sample,8.0,Missing,Missing,"A look at the classic ""Cinderella"" story from the perspective of one of her 'ugly' stepsisters"
26393,My Bestfriend's Girlfriend,2008,Missing,Missing,Missing,Missing,Missing,Missing,"Evo and Grace are from different worlds. Their paths cross serendipitously when Grace, a waitress in a girlie bar, agrees to fill in for a stripper friend on a bachelor party attended by Evo. His not-so gentlemanly behavior during the party doesn’t endear him with Grace, and unfortunately, neither with his girlfriend who instantly breaks-up with him. Wanting his girlfriend back, Evo arrives at a scheme upon discovering that Grace happens to be his bestfriend’s girlfriend."
26395,Joe Cinque's Consolation,2016,insufficient sample,1.0,insufficient sample,5.0,Missing,Missing,"In late 1997, Anu Singh, an attractive law student in Canberra, made plans to kill her boyfriend Joe Cinque after throwing a series of macabre farewell dinner parties. The dinner guests, most of them university students, had heard various rumours about her plan, but nobody warned Joe. Joe's death and the subsequent trial drew the attention of the whole country, as the broader community struggled to come terms with how a life could fall through so many hands."
26396,Kafkas Der Bau,2015,Missing,Missing,insufficient sample,7.0,Missing,Missing,"KAFKA'S THE BURROW tells the story of a man's ""metamorphosis"" (as Kafka would put it) in a rapidly changing and increasingly isolated world. A man (Axel Prahl), who has seemingly achieved everything, ensconces himself in his burrow, a fortress-like apartment complex. But no matter how hard he tries to keep the outside world at a distance, he gets more and more entangled in his own web of fear and paranoia: those outside know he is there, they want him, they want his wealth, and they are inevitably going to get him ..."
26397,Borrowed Time,2015,insufficient sample,2.0,insufficient sample,1.0,Missing,Missing,"A weathered Sheriff returns to the remains of an accident he has spent a lifetime trying to forget. With each step forward, the memories come flooding back. Faced with his mistake once again, he must find the strength to carry on."
26398,Bon Bini Holland,2015,insufficient sample,1.0,Missing,Missing,Missing,Missing,
26399,Ustav Republike Hrvatske,2016,insufficient sample,1.0,insufficient sample,3.0,Missing,Missing,"Four very different people live in the same building but avoid each other because of differences in how they live their lives, what they believe in, and where they come from. They would probably never exchange a word, but misfortune pushes them towards each other. Their lives entangle in ways that profoundly challenge deep-held beliefs and prejudices surrounding material status, sexual orientation, nationality and religion.  Slowly, and even painfully, they begin to open up to each other and recognize the essential humanity each of them possesses."
26400,Obce Niebo,2015,Missing,Missing,insufficient sample,3.0,Missing,Missing,"Basia and Marek have been on the run their whole lives. Along with their nine-year-old daughter Ula, they experience what it’s like to be an immigrant in Sweden. When a Swedish social worker visits their home, she witnesses Ula’s everyday reality, as seen from the perspective of the local culture. Ula is then taken away from her parents and placed in foster care. Will Basia and Marek stick together and fight for Ula? Will they succeed in rebuilding their bond and their family?"
26401,The Red Pill,2016,Missing,Missing,Missing,Missing,Missing,Missing,"When a feminist filmmaker sets out to document the mysterious and polarizing world of the Men’s Rights Movement, she begins to question her own beliefs. Chronicling Cassie Jaye’s journey exploring an alternate perspective on gender equality, power and privilege."
26403,American Pastoral,2016,0.2727272727272727,11.0,Missing,Missing,Missing,Missing,"Set in postwar America, a man watches his seemingly perfect life fall apart as his daughter's new political affiliation threatens to destroy their family."
26404,Killjoy's Psycho Circus,2016,Missing,Missing,insufficient sample,8.0,Missing,Missing,"Killjoy, the demon of vengeance, trickster god and killer clown has finally made it to Earth! Along with his gruesome crew Freakshow, Punchy and the sexy/psychotic Batty Boop, Killjoy is free to terrorize mortals in new and excruciating ways."
26406,Trancers 6: Life After Deth,2002,Missing,Missing,insufficient sample,1.0,Missing,Missing,"In a return to the groundbreaking original film's premise, Jack Deth is back - traveling back in time and into the body of his own daughter, Josephine (Zette Sullivan), on a mission to save her life and save the world from the most lethal Trancers yet. Jack/Jo must adapt and survive being a girl while avoiding many assassination attempts by more powerful and dangerous zombie-like Trancers than he's ever faced before."
26407,Joe Rogan: Triggered,2016,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Unleashing his inquisitive, intense comedic style, Rogan explores everything from raising kids and Santa Claus to pot gummies and talking to dolphins."
26408,Scherzo Diabolico,2015,Missing,Missing,insufficient sample,3.0,Missing,Missing,"Aram is a wearied accountant with an unbearably dull existence. With a nagging wife who berates him for not being assertive enough, and a measly paycheck, he quietly suffers while awaiting a long-deserved promotion. But there's more to Aram than his mild-mannered demeanor lets on: he has been secretly devising a scheme to finally get what he feels he is owed. One day he asserts his power menacingly when he kidnaps a schoolgirl and keeps her tied up in an abandoned warehouse. What seems like the perfect plan soon unravels into his worst nightmare, and his carefully constructed scheme comes crashing down piece by bloody piece."
26409,"Fear, Inc.",2016,insufficient sample,1.0,insufficient sample,9.0,Missing,Missing,"Horror junkie Joe Foster gets to live out his ultimate scary movie fantasy courtesy of Fear Inc., a company that specializes in giving you the fright of your life. But as lines blur between what is and is not part of the game, Joe's dream come true begins to look more like a nightmare."
26410,Ethel & Ernest,2016,Missing,Missing,insufficient sample,9.0,Missing,Missing,"This hand drawn animated film, based on the award winning graphic novel by Raymond Briggs, is an intimate and affectionate depiction of the life and times of his parents, two ordinary Londoners living through extraordinary events."
26411,Into the Inferno,2016,insufficient sample,6.0,insufficient sample,1.0,Missing,Missing,"Werner Herzog and volcanologist Clive Oppenheimer embark upon a global journey exploring some of the world's most mythical volcanoes in Indonesia, Ethiopia, Iceland and North Korea. Speaking with scientists and indigenous peoples alike, they seek to understand the complex and deeply rooted relationship between mankind and one of nature's greatest wonders."
26412,The Babushkas of Chernobyl,2015,Missing,Missing,Missing,Missing,Missing,Missing,Some 200 women defiantly cling to their ancestral homeland in Chernobyl’s radioactive “Exclusion Zone.”
26414,Single Santa Seeks Mrs. Claus,2004,Missing,Missing,insufficient sample,8.0,Missing,Missing,"Nick's plan to let fate bring his wife to him must be altered because he must replace his father as Santa Claus on December 26. Ernst, the right-hand man to several generations of Santas, generates a list of potential mates. Nick dutifully sets off to meet them, but fate may have a candidate after all."
26416,Christmas Do-Over,2006,insufficient sample,1.0,insufficient sample,7.0,Missing,Missing,"A ne'er do well father and ex-husband who always raced his way through the holidays is forced to relive Christmas Day time and again until he gets it right in this family oriented fantasy comedy starring Jay Mohr. It's Christmas time once again, and as usual Kevin (Moore) is scrambling to get his son Ben a last minute gift before stopping by his ex-wife Jill's house for a quick swig of eggnog. Ben can't stand Jill's impossibly perfect new boyfriend, and the prospect of spending the entire evening with his former inlaws is nearly too painful to ponder. But this Christmas things are going to be different, because this Christmas might just last forever. At first Kevin resists the curious development by simply reverting to his childish ways, though he is about to find out that sometimes in order to build a better future one must finally make amends with the past. ~ Jason Buchanan"
26417,Mr. Church,2016,insufficient sample,8.0,Missing,Missing,Missing,Missing,"A unique friendship develops when a little girl and her dying mother inherit a cook - Mr. Church. What begins as an arrangement that should only last six months, instead spans fifteen years."
26418,In Memorium,2005,insufficient sample,4.0,insufficient sample,3.0,Missing,Missing,A man dying of cancer installs a series of cameras in his home to try to capture a paranormal entity that has been causing issues in the home before he dies.
26421,Un etaj mai jos,2015,Missing,Missing,insufficient sample,1.0,Missing,Missing,"After being the sole unfortunate witness to a domestic quarrel that ends up in murder, Patrascu finds himself at odds with two very close neighbors: one is the bizarre murderer. The other is his very own conscience."
26423,Before the Flood,2016,insufficient sample,8.0,insufficient sample,7.0,Missing,Missing,"A look at how climate change affects our environment and what society can do to prevent the demise of endangered species, ecosystems, and native communities across the planet."
26424,Flowers for Algernon,2000,Missing,Missing,insufficient sample,10.0,Missing,Missing,"Charlie Gordon is mentally handicapped and all he wants in life is to be a genius. When he gets picked for experimental surgery it looks like his dream may finally come true. But the surgery has side effects that could could kill Charlie. Can Charlie survive being just plain old ""Charlie Gordon"" and will his newfound romance survive this test of character?"
26425,"Initiation: Silent Night, Deadly Night 4",1990,insufficient sample,9.0,insufficient sample,6.0,Missing,Missing,A reporter investigating the bizarre death of a woman who leaped from a building in flames finds herself mixed up in a cult of witches who are making her part of their sacrificial ceremony during the Christmas season.
26426,DC Showcase: Green Arrow,2010,insufficient sample,9.0,insufficient sample,5.0,Missing,Missing,"At an airport, the Emerald Archer must protect a young princess from assassins."
26427,The Windmill Massacre,2016,Missing,Missing,insufficient sample,8.0,Missing,Missing,"Jennifer, an Australian girl on the run from her past, turns up in Amsterdam and, in a desperate attempt to blend in, joins a coach-load of tourists on a tour of Holland's old windmills. When the bus breaks down in the middle of nowhere, she and the other tourists are forced to seek shelter in a disused shed beside a sinister windmill where a devil-worshiping miller once ground the bones of locals instead of grain. As members of the group start to disappear, Jennifer learns that they all have something in common – a shared secret that seems to mark them all for doom."
26428,Michael Moore in TrumpLand,2016,insufficient sample,4.0,insufficient sample,3.0,Missing,Missing,"Oscar-winner Michael Moore dives right into hostile territory with his daring and hilarious one-man show, deep in the heart of TrumpLand in the weeks before the 2016 election."
26430,Manson's Lost Girls,2016,insufficient sample,5.0,Missing,Missing,Missing,Missing,"Linda Kasabian falls prey to the hypnotic charms of Charles Manson and his self-proclaimed ""family"" during the drug-fueled summer of 1969."
26431,Sennentuntschi,2010,Missing,Missing,insufficient sample,7.0,Missing,Missing,"1975, Swiss Alps: In a remote mountain village, a beautiful and mysterious woman shows up. Only the village policeman takes care of the strange woman and tries to find out who she is. There are hints that she came from the Höhenalp Alp, where herdsmen do unthinkable things to get the company of women. Many dark truths are revealed that should better have remained hidden. A tragedy of lust, insanity and murder is brought to a seemlingly pure and perfect world. It is the beginning of a nightmare of religious insanity, hypocrisy, abuse and belief in demons, who destroys a young family and brings a whole village to destruction."
26433,Manchester by the Sea,2016,0.375,16.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man,"After his older brother passes away, Lee Chandler is forced to return home to care for his 16-year-old nephew. There he is compelled to deal with a tragic past that separated him from his family and the community where he was born and raised."
26434,Lion,2016,Missing,Missing,Missing,Missing,2,"There are two or more women in this movie, but they only talk to each other about a man","A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia; 25 years later, he sets out to find his lost family."
26435,Come and Find Me,2016,insufficient sample,4.0,Missing,Missing,Missing,Missing,"When his girlfriend goes missing, David must track down her whereabouts after he realizes she's not who she was pretending to be."
26436,Spa Night,2016,Missing,Missing,Missing,Missing,Missing,Missing,A young Korean-American man works to reconcile his obligations to his struggling immigrant family with his burgeoning sexual desires in the underground world of gay hookups at Korean spas in Los Angeles.
26437,RWD,2015,Missing,Missing,Missing,Missing,Missing,Missing,"Two men went searching for ghosts, but they found themselves instead..."
26438,The Genius of Marie Curie: The Woman Who Lit up the World,2013,Missing,Missing,Missing,Missing,Missing,Missing,"Over 80 years after her death, Marie Curie remains by far the best-known female scientist. In her lifetime, she became that rare thing - a celebrity scientist, attracting the attention of the news cameras and tabloid gossip. This multi-layered film reveals the real Marie Curie, an extraordinary woman who fell in love three times, had to survive the pain of loss, and the public humiliation of a doomed love affair. It is a riveting portrait of a tenacious mother and scientist, who opened the door on a whole new realm of physics, which she discovered and named - radioactivity."
26439,In guerra per amore,2016,insufficient sample,3.0,Missing,Missing,Missing,Missing,"It's 1943 and World War II is raging in Europe. In New York, Arturo and Flora the daughter of a restaurant owner are in love, but she is promised in marriage to the son of a Mafia boss. There is a way around this, but to be able to marry Flora, Arturo needs to get permission from her father, who lives in a village in Sicily. Arturo doesn't have any money, so the only way he can get to Sicily is to enlist in the U.S. Army, which is preparing for a landing on the island."
26440,Mei Gong He Xing Dong,2016,insufficient sample,2.0,insufficient sample,6.0,Missing,Missing,Chinese narco-cops take their mission to the Golden Triangle following the Mekong River massacre of innocent fishermen by the region's drug lord.
26442,Gajakessari,2014,Missing,Missing,insufficient sample,1.0,Missing,Missing,"Film starring Yash, Amoolya and Anant Nag"
26445,I Am the Pretty Thing That Lives in the House,2016,insufficient sample,8.0,insufficient sample,6.0,3,There are two or more women in this movie and they talk to each other about something other than a man,A young nurse takes care of elderly author who lives in a haunted house.
