,title,year,crew_pct_women,crew_n,cast_pct_women,cast_n,bechdel_score,bechdel_desc,synopsis
10429,Blues Harp,1998,insufficient sample,1.0,insufficient sample,2.0,Missing,Missing,"Ambitious yakuza Kenji befriends harmonica-playing bartender Chuji, who moonlights as a part-time drug-dealer for the opposing gang. Their friendship is threatened by Kenji's plans for advancement, as well as by his bodyguards growing jealousy of Chuji."
10431,Vision - Aus dem Leben der Hildegard von Bingen,2009,Missing,Missing,insufficient sample,7.0,Missing,Missing,"Hildegard von Bingen was truly a woman ahead of her time. A visionary in every sense of the word, this famed 12th-century Benedictine nun was a Christian mystic, composer, philosopher, playwright, poet, naturalist, scientist, physician, herbalist and ecological activist."
10432,El Bulli: Cooking in Progress,2011,insufficient sample,5.0,Missing,Missing,Missing,Missing,"For six months of the year, renowned Spanish chef Ferran Adria closes his restaurant El Bulli -- repeatedly voted the world's best -- and works with his culinary team to prepare the menu for the next season. An elegant, detailed study of food as avant-garde art, EL BULLI: COOKING IN PROGRESS is a rare inside look at some of the world's most innovative and exciting cooking; as Adria himself puts it, ""the more bewilderment, the better!"""
10434,Soloalbum,2003,insufficient sample,2.0,insufficient sample,7.0,Missing,Missing,Ben is a young editor for a famous german music magazine in the mid 90's. His life is falling apart after his girlfriend breaks up with him. From now on he decides to go solo...
10435,Final Destination 5,2011,0.16666666666666666,12.0,Missing,Missing,2,"There are two or more women in this movie, but they only talk to each other about a man","In this fifth installment, Death is just as omnipresent as ever, and is unleashed after one man’s premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape Death’s sinister agenda."
10436,"Lovely, Still",2008,insufficient sample,1.0,insufficient sample,4.0,Missing,Missing,A holiday fable that tells the story of an elderly man discovering love for the first time.
10437,The Conspirator,2010,0.2631578947368421,19.0,0.17647058823529413,17.0,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious","Mary Surratt is the lone female charged as a co-conspirator in the assassination trial of Abraham Lincoln. As the whole nation turns against her, she is forced to rely on her reluctant lawyer to uncover the truth and save her life."
10438,A Very Harold & Kumar Christmas,2011,0.18181818181818182,11.0,Missing,Missing,Missing,Missing,"Six years have elapsed since Guantanamo Bay, leaving Harold and Kumar estranged from one another with very different families, friends and lives. But when Kumar arrives on Harold's doorstep during the holiday season with a mysterious package in hand, he inadvertently burns down Harold's father-in-law's beloved Christmas tree. To fix the problem, Harold and Kumar embark on a mission through New York City to find the perfect Christmas tree, once again stumbling into trouble at every single turn."
10439,Mine vaganti,2010,insufficient sample,2.0,insufficient sample,8.0,Missing,Missing,"Tommaso is the youngest son of the Cantones, a large, traditional southern Italian family operating a pasta-making business since the 1960s. On a trip home from Rome, where he studies literature and lives with his boyfriend, Tommaso decides to tell his parents the truth about himself. But when he is finally ready to come out in front of the entire family, his older brother Antonio ruins his plans."
10441,Joueuse,2009,insufficient sample,2.0,insufficient sample,8.0,Missing,Missing,"In a small Corsican village, the life of Hélène, ordinary and single, She works as a maid in a hotel and is married happily with her Husband Ange and her fifteen year-old daughter. Her modest and monotonous life seems to be predetermined... One day while cleaning a hotel room, she meets a young, seductive, American couple which is playing a game of chess. First fascinated and then passionate about the game, Hélène learns with great tenacity she studies the rule of the game to perfection. She can count on Dr. Kröger, who is a mysterious inhabitant, to help her to achieve her goals. But this positive transition towards a liberty for Hélène does not go about without deeply changing her relationship with family, friends and inhabitants of the village."
10442,Suzanne's Diary for Nicholas,2005,insufficient sample,3.0,insufficient sample,6.0,Missing,Missing,"A woman discovers the truth about her former lover from the diary that his first wife wrote to their son, Nicholas."
10443,Carancho,2010,insufficient sample,3.0,insufficient sample,2.0,3,There are two or more women in this movie and they talk to each other about something other than a man,"In Argentina over 8,000 people die in traffic accidents every year. Behind each of these tragedies is a flourishing industry founded on insurance payouts and legal loopholes. Sosa is a lawyer who tours the A&E Departments of the public hospitals and the police stations in search of potential clients. Luján is a young doctor recently arrived from the provinces. Their love story kicks off one night when Luján and Sosa meet in the street. She's trying to save a man's life; he wants him on his client portfolio"
10444,Spy Kids: All the Time in the World,2011,0.13333333333333333,15.0,insufficient sample,10.0,Missing,Missing,"Eight years after the third film, the OSS has become the world's top spy agency, while the Spy Kids department has since become defunct. A retired spy Marissa (Jessica Alba) is thrown back into the action along with her stepchildren when a maniacal Timekeeper (Jeremy Piven) attempts to take over the world. In order to save the world, Rebecca (Rowan Blanchard) and Cecil (Mason Cook) must team up with their hated stepmother. Carmen and Juni have since also grown up and will provide gadgets to them."
10445,Super 8 Stories,2001,Missing,Missing,Missing,Missing,Missing,Missing,
10446,Rengeteg,2003,insufficient sample,6.0,Missing,Missing,Missing,Missing,"Every day life for young men and women in Budapest is on display. All ""teenage savages"" at the time when communism disappeared in Eastern Europe, they now view the world in a sinister way. Examples: A woman becomes irritated with a man who has left his dog. A father has an argument with his wife about an alarming (to the parents) arousal of sexuality in their 10 y.o. daughter. A young girl is distressed by her growing realization that she is more and more like her sadistic grandmother. A conversation between two guys, apparently about an old car, takes an unexpected turn.  - Written by Gonz30"
10448,Don't Be Afraid of the Dark,2010,0.2631578947368421,19.0,insufficient sample,8.0,3,There are two or more women in this movie and they talk to each other about something other than a man,A young girl sent to live with her father and his new girlfriend discovers creatures in her new home who want to claim her as one of their own.
10450,Another Earth,2011,0.13333333333333333,15.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man,"On the night of the discovery of a duplicate Earth in the Solar system, an ambitious young student and an accomplished composer cross paths in a tragic accident."
10451,Klassikko,2001,Missing,Missing,Missing,Missing,Missing,Missing,A self-loving fictional autobiography of author Kari Hotakainen.
10452,Hesher,2010,0.2727272727272727,11.0,0.45454545454545453,11.0,Missing,Missing,A young boy has lost his mother and is losing touch with his father and the world around him. Then he meets Hesher who manages to make his life even more chaotic.
10453,The Cool School,2008,Missing,Missing,Missing,Missing,Missing,Missing,How LA Learned to Love Modern Art. A lesson in how a few renegade artists built an art scene from scratch.
10454,Bolivia,2001,Missing,Missing,Missing,Missing,Missing,Missing,A Bolivian immigrant working illegally as a cook in a small restaurant in Buenos Aires suffers abuse and discrimination from its customers.
10455,Fritt vilt,2006,insufficient sample,3.0,insufficient sample,5.0,Missing,Missing,"Eirik and his girlfriend, Jannicke, join newly coupled Mikael and Ingunn, along with single wisecracker Morten, on a snowboarding excursion to a remote mountainous region in Norway. When Morten breaks his leg, however, and requires medical attention, the friends take shelter in an abandoned nearby ski lodge. Little do they know it also harbours a psychopathic killer."
10456,Stake Land,2010,insufficient sample,6.0,Missing,Missing,Missing,Missing,"Martin was a normal teenage boy before the country collapsed in an empty pit of economic and political disaster. A vampire epidemic has swept across what is left of the nation's abandoned towns and cities, and it's up to Mister, a death dealing, rogue vampire hunter, to get Martin safely north to Canada, the continent's New Eden."
10457,The Greatest Movie Ever Sold,2011,insufficient sample,2.0,insufficient sample,6.0,Missing,Missing,"A documentary about branding, advertising and product placement that is financed and made possible by brands, advertising and product placement."
10459,Colombiana,2011,Missing,Missing,0.25,12.0,1,"There are two or more women in this movie, but they don't talk to each other","Zoe Saldana plays a young woman who, after witnessing her parents’ murder as a child in Bogota, grows up to be a stone-cold assassin. She works for her uncle as a hitman by day, but her personal time is spent engaging in vigilante murders that she hopes will lead her to her ultimate target: the mobster responsible for her parents' death."
10461,Freakonomics,2010,Missing,Missing,Missing,Missing,Missing,Missing,Some of the world's most innovative documentary filmmakers will explore the hidden side of everything.
10463,La piel que habito,2011,insufficient sample,10.0,insufficient sample,9.0,Missing,Missing,A brilliant plastic surgeon creates a synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.
10464,Messengers 2: The Scarecrow,2009,0.4166666666666667,12.0,insufficient sample,10.0,Missing,Missing,"The family man farmer John Rollins is stressed with his financial situation: the crows and the lack of irrigation are destroying his crop of corn; the bank is near closure of his mortgage; he does not have credit to fix the water pump or to buy seeds; and his marriage is in crisis and his wife Mary is giving too much attention to her friend Tommy. When John accidentally discovers a hidden compartment in the barn, he finds a creepy scarecrow but his son Michael makes him promise to destroy it. However, his neighbor Jude Weatherby visits him, gives a six-pack of beer to the abstemious John and convinces him to put the scarecrow in the cornfield. Out of the blue, the life of John changes: the crows die; the pump works again irrigating the land; and the banker responsible for the closure has an accident and dies. However, he feels that his land is possessed by something evil that is threatening his beloved family."
10465,Contraluz,2010,Missing,Missing,Missing,Missing,Missing,Missing,Several characters who are each at critical stages of their lives are strangely impelled towards an uncharted lake in the middle of the desert where they all have the opportunity to save each other.
10466,The Lodger,2009,insufficient sample,6.0,Missing,Missing,Missing,Missing,Set in Los Angeles with two converging plot lines – The first involves an uneasy relationship between a psychologically unstable landlady and her enigmatic lodger – The second is about a troubled detective engaged in a cat-and-mouse game with the elusive killer.
10469,Phil Ochs: There But for Fortune,2011,Missing,Missing,Missing,Missing,Missing,Missing,"From civil rights to the anti-war movement to the struggles of workers, folksinger Phil Ochs wrote topical songs that engaged his audiences in the issues of the 1960s and 70s. In this biographical documentary, veteran director Kenneth Bowser shows how Phil's music and his fascinating life story and eventual decline into depression and suicide were intertwined with the history-making events that defined a generation. Even as his contemporaries moved into folk-rock and pop music, Phil followed his own vision, challenging himself and his listeners. Not one to pull punches, Ochs never achieved the commercial success he desperately desired. But his music remains relevant, reaching new audiences in a generation that finds his themes all too familiar."
10470,Good Neighbours,2011,insufficient sample,3.0,insufficient sample,5.0,Missing,Missing,"Takes place in 1995, the year of the second referendum on the separation of Quebec. In the dead of winter, a serial killer is on the loose in the small Montreal neighborhood of Notre Dame de Grace. The tenants of an old apartment house must figure out who they can trust and who they can't."
10471,The Winning Season,2009,insufficient sample,2.0,insufficient sample,8.0,Missing,Missing,A comedy centered on a has-been coach who is given a shot at redemption when he's asked to run his local high school's girls basketball team
10474,Prom,2011,0.45454545454545453,11.0,0.42857142857142855,14.0,Missing,Missing,"At “Prom,” every couple has a story and no two are exactly alike. As the big dance approaches for Nova Prescott, it’s a battle of wills as she finds herself drawn to the guy who gets in the way of her perfect prom. Fellow seniors Mei and Tyler harbor secrets, while others face all the insecurity and anticipation that surrounds one of high school’s most seminal events."
10475,Magic Trip,2011,insufficient sample,3.0,insufficient sample,2.0,Missing,Missing,"A freewheeling portrait of Ken Kesey and the Merry Prankster’s fabled road trip across America in the legendary Magic Bus. In 1964, Ken Kesey, the famed author of “One Flew Over the Cuckoo’s Nest,” set off on a legendary, LSD-fuelled cross-country road trip to the New York World’s Fair. He was joined by “The Merry Band of Pranksters,” a renegade group of counterculture truth-seekers, including Neal Cassady, the American icon immortalized in Kerouac’s “On the Road,” and the driver and painter of the psychedelic Magic Bus."
10477,Walled In,2009,insufficient sample,6.0,insufficient sample,5.0,Missing,Missing,"Having finally secured her first assignment from her family's demolition business, Sam Walczak (Mischa Barton) is sent to supervise the destruction of an apartment house, only to discover a group of tenants still living in the condemned building. One such tenant, Jimmy (Cameron Bright), tells Sam an urban legend about a serial murderer who used to live in the building and entomb his victims in the walls. What's worse, the dead are believed to still harass the residents to this day."
10478,Fierce Light: When Spirit Meets Action,2008,insufficient sample,2.0,Missing,Missing,Missing,Missing,"Captures the exciting movement of Spiritual Activism that is exploding around the planet, and the powerful personalities who are igniting it."
10480,Waiting for Forever,2010,insufficient sample,1.0,Missing,Missing,Missing,Missing,"A Hollywood-set romantic tale of a guy who is content to live his life without a job yet with the love of his life, a young actress."
10482,Tooth and Nail,2007,insufficient sample,6.0,insufficient sample,10.0,Missing,Missing,"In a post-apocalyptic world, a small group of survivors, who call themselves Foragers, plan to rebuild civilization from their headquarters in an empty hospital based in what is left of Philadelphia. But they're soon forced into a face-off war with the Rovers, another gang of survivors whom are a brutal gang of cannibals."
10484,Project Nim,2011,insufficient sample,3.0,Missing,Missing,Missing,Missing,"From the team behind Man on Wire comes the story of Nim, the chimpanzee who in the 1970s became the focus of a landmark experiment which aimed to show that an ape could learn to communicate with language if raised and nurtured like a human child. Following Nim's extraordinary journey through human society, and the enduring impact he makes on the people he meets along the way, the film is an unflinching and unsentimental biography of an animal we tried to make human. What we learn about his true nature - and indeed our own - is comic, revealing and profoundly unsettling."
10485,Fatherland,1994,insufficient sample,8.0,Missing,Missing,Missing,Missing,Fictional account of what might have happened if Hitler had won the war. It is now the 1960s and Germany's war crimes have so far been kept a secret. Hitler wants to talk peace with the US president. An American journalist and a German homicide cop stumble into a plot to destroy all evidence of the genocide.
10486,Simon Says,2006,insufficient sample,2.0,0.5,14.0,Missing,Missing,"Five college friends choose to spend their vacation debauching at the riverside. They find the perfect place to camp out, but end up crossing paths with twin brothers, Simon and Stanley. The twins then begins to knock off the campers in some extremely creative (and extremely gruesome) ways."
10487,Chill,2007,insufficient sample,5.0,insufficient sample,3.0,Missing,Missing,"Two college students share a ride home for the holidays. When they break down on a deserted stretch of road, they're preyed upon by the ghosts of people who have died there."
10488,Birdemic: Shock and Terror,2010,insufficient sample,3.0,Missing,Missing,Missing,Missing,"A platoon of eagles and vultures attacks the residents of a small town. Many people die. It's not known what caused the flying menace to attack. Two people manage to fight back, but will they survive Birdemic?"
10489,Whirlygirl,2006,insufficient sample,6.0,insufficient sample,5.0,Missing,Missing,After a run in with a hot exotic dancer one wintry night straight-laced prep school student James will find himself on the ride of his life. Risking his future he follows this mysterious woman to New York City - ditching school dodging cops and partying at hot nightclubs along the way.
10492,Page Eight,2011,insufficient sample,10.0,0.6153846153846154,13.0,Missing,Missing,"Johnny is a long-serving MI5 officer. His boss dies suddenly, leaving behind an inexplicable file which threatens the stability of the organisation."
10493,The Inbetweeners Movie,2011,insufficient sample,1.0,Missing,Missing,1,"There are two or more women in this movie, but they don't talk to each other","High school graduation just wouldn’t be complete without an un-chaperoned, uninhibited and unforgettable final holiday. At least that’s what Will, Jay, Simon and Neil think when they book a two-week stay on an exotic Greek island. As their dreams of sun-drenched days and booze-filled nights are left hopelessly unfulfilled, the lads fight their way into the party scene with hilariously humiliating results in this smash hit UK raunchy comedy."
10495,Dying at Grace,2003,Missing,Missing,Missing,Missing,Missing,Missing,This film is about the experience of dying. Five terminal patients in a Palliative Care Unit share the last days of their lives and deaths with a film crew.
10497,Love Ranch,2010,insufficient sample,1.0,0.5833333333333334,12.0,Missing,Missing,Story of a couple that starts the first legal brothel in Nevada and a boxer they own a piece of.
10498,The Interrupters,2011,insufficient sample,6.0,Missing,Missing,Missing,Missing,The Interrupters tells the moving and surprising stories of three Violence Interrupters — former gang members who try to protect their Chicago communities from the violence they once caused.
10499,Red State,2011,insufficient sample,8.0,Missing,Missing,Missing,Missing,"Set in Middle America, a group of teens receive an online invitation for sex, though they soon encounter Christian fundamentalists with a much more sinister agenda."
10501,Kurz und schmerzlos,1998,insufficient sample,5.0,insufficient sample,6.0,Missing,Missing,Three friends get caught in a life of major crime.
10502,Un cuento chino,2011,insufficient sample,3.0,insufficient sample,1.0,Missing,Missing,A comedy that chronicles a chance encounter between Robert and a Chinese named Jun who wanders lost through the city of Buenos Aires in search of his uncle after being assaulted by a taxi driver and his henchmen.
10503,A Stranger's Heart,2007,insufficient sample,1.0,insufficient sample,5.0,Missing,Missing,Man and woman (Peter Dobson and Samantha Mathis) fall in love in a heart transplant facility. They are both attracted to a little girl (Mary Matilyn Mouser) who turns out to be the orphan of their heart donors...
10504,Restraint,2008,insufficient sample,1.0,insufficient sample,5.0,Missing,Missing,Two fugitives land in hot water when they take a hostage who poses a threat to their well-being.
10505,A Better Life,2011,0.3125,16.0,Missing,Missing,Missing,Missing,A gardener in East L.A. struggles to keep his son away from gangs and immigration agents while traveling across town to perform landscaping work for the city's wealthy landowners.
10507,Ceremony,2010,insufficient sample,6.0,insufficient sample,5.0,2,"There are two or more women in this movie, but they only talk to each other about a man","Sam Davis convinces his former best friend to spend a weekend with him to rekindle their friendship at an elegant beachside estate owned by a famous documentary filmmaker. However, it soon becomes clear that Sam is secretly infatuated with his ex, Zoe, who is now the filmmaker’s fiancée, and that his true intention is to thwart their impending nuptials. As Sam’s plan begins to unravel, he is forced to realize how complicated love and friendship can be."
10508,Sympathy for Delicious,2011,insufficient sample,4.0,Missing,Missing,Missing,Missing,A newly paralyzed DJ gets more than he bargained for when he seeks out the world of faith healing.
10510,Pearl Jam: Twenty,2011,insufficient sample,2.0,insufficient sample,2.0,Missing,Missing,"Carved from over 1,200 hours of footage spanning the band’s career, Pearl Jam: Twenty is the definitive portrait of Pearl Jam. Part concert film, part intimate insider-hang, and part testimonial to the power of music."
10511,I Don't Know How She Does It,2011,insufficient sample,2.0,0.5833333333333334,12.0,3,There are two or more women in this movie and they talk to each other about something other than a man,"A comedy centered on the life of Kate Reddy, a finance executive who is the breadwinner for her husband and two kids."
10512,Shark Night,2011,insufficient sample,3.0,0.36363636363636365,11.0,Missing,Missing,A weekend at a lake house in the Louisiana Gulf turns into a nightmare for seven vacationers as they are subjected to fresh-water shark attacks.
10513,De vrais mensonges,2010,insufficient sample,2.0,Missing,Missing,Missing,Missing,A hairdresser forwards a passionate love letter to her widowed mother.
10514,Contagion,2011,0.3157894736842105,19.0,0.4,15.0,3,There are two or more women in this movie and they talk to each other about something other than a man,"As an epidemic of a lethal airborne virus - that kills within days - rapidly grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself."
10515,Habemus Papam,2011,insufficient sample,6.0,insufficient sample,9.0,Missing,Missing,"The newly elected Pope suffers a panic attack just as he is about to greet the faithful who have gathered to see him. His advisors, unable to convince him he is the right man for the job, call on a renowned therapist who also happens to be an atheist. But the Pope's fear of his newfound responsibility is one he must face alone. Winner Best Film at the Italian Golden Globes."
10518,Moneyball,2011,Missing,Missing,Missing,Missing,Missing,Missing,"The story of Oakland Athletics general manager Billy Beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players."
10519,William S. Burroughs: A Man Within,2010,insufficient sample,1.0,insufficient sample,9.0,Missing,Missing,"A riveting and emotional journey into the world of writer William S. Burroughs, a man considered as cold as an iceberg on a winter night."
10520,Aparecidos,2008,insufficient sample,4.0,Missing,Missing,Missing,Missing,"One night Malena and Pablo, a sister and brother traveling together in Argentina, discover a diary that details crimes committed twenty years ago."
10521,"Fat, Sick & Nearly Dead",2010,Missing,Missing,insufficient sample,1.0,Missing,Missing,"100 pounds overweight, loaded up on steroids and suffering from a debilitating autoimmune disease, Joe Cross is at the end of his rope and the end of his hope. In the mirror he saw a 310lb man whose gut was bigger than a beach ball and a path laid out before him that wouldn't end well— with one foot already in the grave, the other wasn't far behind. FAT, SICK &amp; NEARLY DEAD is an inspiring film that chronicles Joe's personal mission to regain his health."
10522,Le Havre,2011,insufficient sample,2.0,insufficient sample,6.0,Missing,Missing,"Marcel Marx, a former bohemian and struggling author, has given up his literary ambitions and relocated to the port city Le Havre. He leads a simple life based around his wife Arletty, his favourite bar and his not too profitable profession as a shoeshiner. As Arletty suddenly becomes seriously ill, Marcel's path crosses with an underage illegal immigrant from Africa, who needs Marcel's help to hide from the police."
10523,An Unlikely Weapon,2009,Missing,Missing,Missing,Missing,Missing,Missing,"In 1968, in 1/500th of a second Eddie Adams photographed a Saigon police chief, General Nguyen Nyoc Loan, shooting a Vietcong guerilla point blank. Some say that photograph ended the Vietnam War. The photo brought Eddie fame and a Pulitzer, but Eddie was haunted by the man he had vilified. He would say ""Two lives were destroyed that day, the victim's and the general's."" Others would say three lives were destroyed.  Eddie Adams, like most artists, was tortured by his need for perfection. Nothing he did ever satisfied him. He carved out many careers shooting covers for Life, Time, and even Penthouse. Yes somehow, he was always pulled back into documenting wars, 13 all together. Finally he hit the wall and couldn't take it anywmore. He began shooting celebrities because 'It doesn't take anything from you.' Eddie was comfortable with kings and coal miners. During his time with Parade Magazine he photographed Clint Eastwood, Louis Armstrong, Mother Theresa, and Pope John Paul II."
10526,Zindagi Na Milegi Dobara,2011,insufficient sample,4.0,insufficient sample,8.0,Missing,Missing,"Three friends who were inseparable in childhood decide to go on a three-week-long bachelor road trip to Spain, in order to re-establish their bond and explore thrilling adventures, before one of them gets married. What will they learn of themselves and each other during the adventure?"
10527,Restless,2011,insufficient sample,10.0,insufficient sample,9.0,Missing,Missing,"Two outsiders, both shaped by the circumstances that have brought them together, forge a deep and lasting love."
10528,Neds,2010,insufficient sample,3.0,insufficient sample,10.0,Missing,Missing,"NEDs (Non Educated Delinquents) is the story of a young man’s journey from prize-winning schoolboy to knife-carrying teenager. Struggling against the low expectations of those around him, John McGill changes from victim to avenger, scholar to NED, altar boy to glue sniffer. When he attempts to change back again, his new reality and recent past make conformity near impossible and violent self determination near inevitable."
10530,Skeletons,2010,Missing,Missing,insufficient sample,2.0,Missing,Missing,"In writer-director Nick Whitfield's black indie comedy, a pair of ""exorcists"" (Ed Gaughan and Andrew Buckley) with the power to rid people of their secrets agree to help a woman (Paprika Steen) whose daughter (Tuppence Middleton) is mute -- and whose husband is missing. Jason Isaacs co-stars as the mysterious Colonel, who seems to be calling the shots from the sidelines of the duo's shadowy enterprise."
10531,Phineas and Ferb the Movie: Across the 2nd Dimension,2011,Missing,Missing,Missing,Missing,Missing,Missing,"Perry's worst fear comes true when Phineas and Ferb finds out that he is in fact Secret Agent P, but that soon pales in comparison during a trip to the 2nd dimension where Perry finds out that Dr. Doofenshmirtz is truly evil and successful."
10533,The Soul of a Man,2003,insufficient sample,6.0,Missing,Missing,Missing,Missing,"In ""The Soul of A Man,"" director Wim Wenders looks at the dramatic tension in the blues between the sacred and the profane by exploring the music and lives of three of his favorite blues artists: Skip James, Blind Willie Johnson and J. B. Lenoir. Part history, part personal pilgrimage, the film tells the story of these lives in music through an extended fictional film sequence (recreations of '20s and '30s events - shot in silent-film, hand-crank style), rare archival footage, present-day documentary scenes and covers of their songs by contemporary musicians such as Shemekia Copeland, Alvin Youngblood Hart, Garland Jeffreys, Chris Thomas King, Cassandra Wilson, Nick Cave, Los Lobos, Eagle Eye Cherry, Vernon Reid, James ""Blood"" Ulmer, Lou Reed, Bonnie Raitt, Marc Ribot, The Jon Spencer Blues Explosion, Lucinda Williams and T-Bone Burnett."
10536,Ma petite entreprise,1999,insufficient sample,3.0,Missing,Missing,Missing,Missing,A wood worker is trying hard to make his company survive every day... But a fire in his workshop leaves him in a lot of trouble when he realizes his insurer was swindling him - he does not have any insurance... That's when a crazy idea grows in his mind - he will need all his friends and their different talents to make it work...
10537,La Maladie de Sachs,1999,Missing,Missing,Missing,Missing,Missing,Missing,"Dr. Bruno Sachs, the only medical practitioner in a small French town, seems on the surface to be compassionate and dedicated. However, in private he is not happy in his work and does not like most of his patients. Here he meets Pauline Kasser, a young woman, and they are attracted to each other..."
10538,Ã€ bout portant,2010,insufficient sample,6.0,0.36363636363636365,11.0,Missing,Missing,"Samuel Pierret is a nurse who saves the wrong guy – a thief whose henchmen take Samuel's pregnant wife hostage to force him to spring their boss from the hospital. A race through the subways and streets of Paris ensues, and the body count rises. Can Samuel evade the cops and the criminal underground and deliver his beloved to safety?"
10541,Nothing Personal,2009,insufficient sample,2.0,insufficient sample,3.0,Missing,Missing,"Alone in her empty flat, from her window Anne observes the people passing by who nervously snatch up the personal belongings and pieces of furniture she has put out on the pavement. Her final gesture of taking a ring off her finger signals she is leaving her previous life in Holland behind. She goes to Ireland, where she chooses to lead a solitary, wandering existence, striding through the austere landscapes of Connemara. During her travels, she discovers a house that is home to a hermit, Martin."
10542,Ironclad,2011,insufficient sample,10.0,Missing,Missing,Missing,Missing,"In the year 1215, the rebel barons of England have forced their despised King John to put his royal seal on the Magna Carta, a seminal document that upheld the rights of free men. Yet within months of pledging himself to the great charter, the King reneged on his word and assembled a mercenary army on the south coast of England with the intention of bringing the barons and the country back under his tyrannical rule. Barring his way stood the mighty Rochester castle, a place that would become the symbol of the rebel's momentous struggle for justice and freedom."
10543,Russell Peters: The Green Card Tour,2011,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Russell Peters once again delivers his trademark take on race and culture as well as his lightning quick improv. Russell shares his observations on everything from the declining population of white people, to the stereotyping of Arabs, to his recent travels in India."
10544,Unas fotos en la ciudad de Sylvia,2007,Missing,Missing,Missing,Missing,Missing,Missing,This remarkable companion piece to In the City of Sylvia offers a compendium of images recorded by Guerín in Strasbourg while searching for the traces of a (fictional?) brief encounter some years earlier with a young woman named Sylvia.
10545,Children of the Secret State,2001,Missing,Missing,Missing,Missing,Missing,Missing,"Children of the Secret State follows Ahn Chol, a 29-year-old North Korean man who escaped from the country in 1997 by swimming across a river to China after his parents died of starvation. Chol has slipped back into North Korea several times since 1997 with a hidden camera to reveal a side of the communist nation that its government tries to hide from the outside world. In the documentary, viewers are exposed to many gruesome realities, including a food supply only available on the black market and small children fending for themselves to survive, scooping up spilled rice and corn."
10546,Northanger Abbey,2007,Missing,Missing,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man,A young woman's penchant for sensational Gothic novels leads to misunderstandings in the matters of the heart.
10548,Film ist a Girl & a Gun,2009,Missing,Missing,Missing,Missing,Missing,Missing,"Fragments of several (mostly) silent films are shown. They're guided by quotes from, among others, Plato and Sappho and a soundtrack."
10550,De Dominee,2004,insufficient sample,2.0,insufficient sample,5.0,Missing,Missing,"Amsterdam, 1970s. A wealthy grammar school student Klaas and his friend start trafficking hash and become entangled in the brutal criminal scene."
10551,Black Butterflies,2011,insufficient sample,5.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man,"Confronted by Apartheid and a father who was Minister of Censorship, Ingrid Jonker searched for a home, searched for love. With men like Jack Cope and André Brink she found much love, but no home. Later, in his first speech to the South African Parliament Nelson Mandela read her poem ""The Dead Child of Nyanga"" and addressed her as one of the finest poets of South Africa."
10552,Sweet Karma,2009,insufficient sample,1.0,insufficient sample,9.0,Missing,Missing,A mute Russian girl infiltrates Toronto's underground sex trade to avenge the death of her sister.
10553,Bereavement,2010,Missing,Missing,Missing,Missing,Missing,Missing,"In 1989, six year old Martin Bristoll was kidnapped from his backyard swing in Minersville Pennsylvania. Graham Sutter, a psychotic recluse, kept Martin imprisoned on his derelict pig farm, forcing him to witness and participate in unspeakable horrors. Chosen at random, his victim's screams were drowned out by the rural countryside. For five years, Martin's whereabouts have remained a mystery, until 17 year old Allison Miller comes to live with her Uncle, Jonathan. While exploring her new surroundings, Allison discovers things aren't quite right at the farmhouse down the road. Her curiosity disturbs a hornet's nest of evil and despair that once torn open, can never be closed."
10554,A Horrible Way to Die,2010,insufficient sample,2.0,insufficient sample,5.0,Missing,Missing,"An escaped murderer is in pursuit of his ex-girlfriend, who has fled to start a new life in a small town."
10557,The Avengers,2012,Missing,Missing,Missing,Missing,1,"There are two or more women in this movie, but they don't talk to each other","When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!"
10558,Tinker Tailor Soldier Spy,2011,Missing,Missing,Missing,Missing,Missing,Missing,"In the bleak days of the Cold War, espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet mole within his former colleagues at the heart of MI6."
10560,A Dangerous Method,2011,Missing,Missing,Missing,Missing,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious","Seduced by the challenge of an impossible case, the driven Dr. Carl Jung takes the unbalanced yet beautiful Sabina Spielrein as his patient. Jung’s weapon is the method of his master, the renowned Sigmund Freud. Both men fall under Sabina’s spell."
10561,Warrior,2011,Missing,Missing,Missing,Missing,Missing,Missing,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament – a path that puts the fighter on a collision course with his estranged, older brother."
10562,Littlerock,2010,insufficient sample,2.0,Missing,Missing,Missing,Missing,"A pair of Japanese siblings get stranded in small-town California and become friends with other twentysomethings they meet, despite the complete lack of a common verbal language."
