,title,year,crew_pct_women,crew_n,cast_pct_women,cast_n,bechdel_score,bechdel_desc,synopsis
1816,Zone 39,1996,Missing,Missing,insufficient sample,2.0,Missing,Missing,"In a time of misery and fear two enemies come together to prevent an apocalypse conspired by their leaders. 40 years of war between the Federated Republics and the New Territories Union has taken its toll. The cities are overcrowded, farming land is riddled with unexploded mines -- and still there is no hope of peace. In this hostile, decaying world of the future on thing remains constant for Lieutenant Leo Megaw; his love for his pregnant wife. Her access to classified information makes her an increasing liability for the government. When she's ambushed, Leo is forced into exile. As a border patrolman on the isolated outpost of Zone 39, ordered to kill anyone that tries to cross the border, he comes to understand that ultimate catastrophe forced upon his world by his government. The real enemy is not looming across the border but standing right behind him. Now he must reach across the border into enemy territory and form an alliance to save his world."
1817,Arachnophobia,1990,0.07692307692307693,13.0,Missing,Missing,Missing,Missing,"A large spider from the jungles of South America is accidentally transported in a crate with a dead body to America where it mates with a local spider. Soon after, the residents of a small California town disappear as the result of spider bites from the deadly spider offspring. It's up to a couple of doctors with the help of an insect exterminator to annihilate these eight legged freaks."
1818,"South Park: Bigger, Longer & Uncut",1999,Missing,Missing,Missing,Missing,Missing,Missing,"When the four boys see an R-rated movie featuring Canadians Terrance and Philip, they are pronounced ""corrupted"", and their parents pressure the United States to wage war against Canada."
1819,Wild Wild West,1999,0.08333333333333333,12.0,Missing,Missing,2,"There are two or more women in this movie, but they only talk to each other about a man",Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.
1820,Summer of Sam,1999,0.2857142857142857,14.0,0.2222222222222222,18.0,Missing,Missing,"Spike Lee's take on the ""Son of Sam"" murders in New York City during the summer of 1977 centering on the residents of an Italian-American South Bronx neighborhood who live in fear and distrust of one another."
1821,Broken Vessels,1998,Missing,Missing,0.4166666666666667,12.0,Missing,Missing,"A young Pennsylvania man moves to Los Angeles to begin work for an ambulance service. There he is teamed with a supremely confident vet who seemingly has gone through a large number of partners. Initially the novice is awed by the more experienced man's capabilities to deal with the high pressure situations they encounter. However, gradually he discovers that all is not as it seems. While the vet is ice on the surface, he actually gets through the ordeals by heavy drug use and avoids commitments. Soon the younger man finds himself pulled into the same world and has to decide what direction he wants to take."
1822,Les Amants du Pont-Neuf,1991,insufficient sample,2.0,Missing,Missing,Missing,Missing,"Set against Paris' oldest bridge, the Pont Neuf, while it was closed for repairs, this film is a love story between two young vagrants: Alex, a would be circus performer addicted to alcohol and sedatives and Michele, a painter driven to a life on the streets because of a failed relationship and an affliction which is slowly turning her blind."
1824,American Pie,1999,Missing,Missing,Missing,Missing,2,"There are two or more women in this movie, but they only talk to each other about a man","At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all ""score."" by their senior prom."
1825,Arlington Road,1999,0.3333333333333333,21.0,0.3076923076923077,13.0,Missing,Missing,Threats from sinister foreign nationals aren't the only thing to fear. Bedraggled college professor Michael Faraday has been vexed (and increasingly paranoid) since his wife's accidental death in a botched FBI operation. But all that takes a backseat when a seemingly all-American couple set up house next door.
1826,Conte d'automne,1998,insufficient sample,4.0,insufficient sample,1.0,Missing,Missing,"Magali, forty-something, is a winemaker and a widow: she loves her work but feels lonely. Her friends Rosine  and Isabelle both want secretly to find a husband for Magali."
1827,Muppets from Space,1999,insufficient sample,7.0,0.16666666666666666,18.0,3,There are two or more women in this movie and they talk to each other about something other than a man,"When Gonzo's breakfast cereal tells him that he's the descendant of aliens from another planet, his attempts at extraterrestrial communication get him kidnapped by a secret government agency, prompting the Muppets to spring into action. It's hard to believe Gonzo's story at first, but Kermit and friends soon find themselves on an epic journey into outer space filled with plenty of intergalactic misadventures."
1828,The Blair Witch Project,1999,0.08333333333333333,12.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man,"In October of 1994 three student filmmakers disappeared in the woods near Burkittsville, Maryland, while shooting a documentary. A year later their footage was found."
1829,My Life So Far,1999,insufficient sample,4.0,Missing,Missing,Missing,Missing,"Memoir of the lives of a family growing up on a post World War I British estate headed up by a strong disciplinarian, her daughter, her inventor husband, their ten year old son, and his older sister. Through the household comes a number of suitors hoping to impress the young woman, including an aviator. When the elder woman's son shows up at the estate with his French fiancé, everything gets thrown into turmoil. The young boy takes a sudden interest in her sexual allure and his father is disturbed by his own non-Victorian feelings."
1830,Eyes Wide Shut,1999,0.18181818181818182,11.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man,"After Dr. Bill Harford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head."
1831,Lake Placid,1999,0.1111111111111111,18.0,0.3333333333333333,15.0,Missing,Missing,"When a man is eaten alive by an unknown creature, the local Game Warden teams up with a paleontologist from New York to find the beast. Add to the mix an eccentric philanthropist with a penchant for ""Crocs"", and here we go! This quiet, remote lake is suddenly the focus of an intense search for a crocodile with a taste for live animals...and people!"
1832,The Wood,1999,Missing,Missing,Missing,Missing,Missing,Missing,"In the panicky, uncertain hours before his wedding, a groom with prenuptial jitters and his two best friends reminisce about growing up together in the middle-class African-American neighborhood of Inglewood, California. Flashing back to the twenty-something trio's childhood exploits, the memories capture the mood and nostalgia of the '80s era."
1833,The Velocity of Gary,1999,insufficient sample,1.0,Missing,Missing,Missing,Missing,Gary is in love with Valentino. So is Mary Carmen. Their life changes when Valentino is hit with a deadly disease and is slowly dying in their hands. They tear each other off to end up re-uniting upon their love for the same man.
1834,Drop Dead Gorgeous,1999,insufficient sample,4.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man,"In a small Minnesota town, the annual beauty pageant is being covered by a TV crew. Former winner Gladys Leeman wants to make sure her daughter follows in her footsteps; explosions, falling lights, and trailer fires prove that. As the Leemans are the richest family in town, the police are pretty relaxed about it all. Despite everything, main rival (but sweet) Amber Atkins won't give up without a fight."
1835,The Haunting,1999,Missing,Missing,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man,"Dr. David Marrow invites Nell Vance, and Theo and Luke Sanderson to the eerie and isolated Hill House to be subjects for a sleep disorder study. The unfortunate guests discover that Marrow is far more interested in the sinister mansion itself – and they soon see the true nature of its horror."
1836,Inspector Gadget,1999,insufficient sample,4.0,0.3333333333333333,12.0,Missing,Missing,"John Brown is a bumbling but well-intentioned security guard who is badly injured in an explosion planned by an evil mastermind. He is taken to a laboratory, where Brenda, a leading robotics surgeon, replaces his damaged limbs with state-of-the-art gadgets and tools. Named ""Inspector Gadget"" by the press, John -- along with his niece, Penny, and her trusty dog, Brain -- uses his new powers to discover who was behind the explosion."
1838,Deep Blue Sea,1999,Missing,Missing,Missing,Missing,Missing,Missing,"Researchers on the undersea lab Aquatica have genetically altered the brains of captive sharks to develop a cure for Alzheimer's disease. But there's an unexpected side effect: the sharks got smarter, faster, and more dangerous. After a big storm damages their remote research facility, they must fight for their lives."
1839,Mystery Men,1999,0.09090909090909091,11.0,0.2916666666666667,24.0,1,"There are two or more women in this movie, but they don't talk to each other","When Champion City's hero Captain Amazing is kidnapped by the recently paroled supervillain Casanova Frankenstein, a trio of average, everyday superheroes -- Mr. Furious, the Shoveler and the Blue Raja -- assemble a new super team to save him."
1840,Runaway Bride,1999,0.2777777777777778,18.0,0.47058823529411764,17.0,Missing,Missing,"Ike Graham, New York columnist, writes his text always at the last minute. This time, a drunken man in his favourite bar tells Ike about Maggie Carpenter, a woman who always flees from her grooms in the last possible moment. Ike, who does not have the best opinion about females anyway, writes an offensive column without researching the subject thoroughly."
1841,Twin Falls Idaho,1999,insufficient sample,3.0,insufficient sample,5.0,Missing,Missing,"Francis and Blake Falls are Siamese twins who live in a neat little room in a rundown hotel. While sharing some organs, Blake is always fit and Francis is very sickly. Into their world comes a young lady, who turns their world upside down. She gets involved with Blake, and convinces the two to attend a Halloween party, where they can pass themselves off as wearing a costume. Eventually Francis becomes really ill, and they have to be separated. They then face the physical and mental strains that come from their proposed separation."
1842,Dick,1999,insufficient sample,10.0,0.2857142857142857,14.0,3,There are two or more women in this movie and they talk to each other about something other than a man,"Two high school girls wander off during a class trip to the White House and meet President Richard Nixon. They become the official dog walkers for Nixon's dog Checkers, and become his secret advisors during the Watergate scandal."
1844,The Iron Giant,1999,Missing,Missing,Missing,Missing,0,Fewer than two women in this movie,"In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices."
1845,The Sixth Sense,1999,Missing,Missing,Missing,Missing,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious","A psychological thriller about an eight year old boy named Cole Sear who believes he can see into the world of the dead. A child psychologist named Malcolm Crowe comes to Cole to help him deal with his problem, learning that he really can see the ghosts of dead people."
1847,The Acid House,1998,insufficient sample,3.0,Missing,Missing,Missing,Missing,"THE ACID HOUSE is a surreal triptych adapted by ""Trainspotting"" author Irvine Welsh from his acclaimed collection of short stories. Combining a vicious sense of humor with hard-talking drama, the film reaches into the hearts and minds of the chemical generation, casting a dark and unholy light into the hidden corners of the human psyche. Directed by Paul McGuigan, the film dramatises three stories from the book: 1- The Granton Star Cause, 2- A Soft Touch &amp; 3- The Acid House."
1848,The Adventures of Sebastian Cole,1998,Missing,Missing,insufficient sample,9.0,Missing,Missing,"In June, 1983, in Dutchess County, New York, Sebastian Cole joins his mother, step-father, and sister for dinner. Hank, Sebastian's step-father, drops a bomb: he announces he's changing sexes. Sebastian's sister splits immediately for California, and his mother takes him back to England. Jump ahead eight months, Sebastian is back in New York, knocking on Hank's door. Hank (now Henrietta, although all the surgeries aren't complete) takes Sebastian in and is his rock over the next few months of high school. Sebastian's ""adventures"" are mostly self-destructive."
1849,Illuminata,1998,insufficient sample,8.0,Missing,Missing,Missing,Missing,"It's the start of the 20th century, and Tuccio, resident playwright of a theatre repertory company offers the owners of the company his new play, ""Illuminata"". They reject it, saying it's not finished, and intrigue starts that involves influential critic Bevalaqua, theatre star Celimene, young lead actors and other theatre residents"
1850,Stiff Upper Lips,1998,insufficient sample,3.0,Missing,Missing,Missing,Missing,"Stiff Upper Lips is a broad parody of British period films, especially the lavish Merchant-Ivory productions of the 'eighties and early 'nineties. Although it specifically targets A Room with a View, Chariots of Fire, Maurice, A Passage to India, and many other films, in a more general way Stiff Upper Lips satirises popular perceptions of certain Edwardian traits: propriety, sexual repression, xenophobia, and class snobbery."
1851,The Yards,2000,0.11764705882352941,17.0,0.23076923076923078,13.0,Missing,Missing,"In the rail yards of Queens, contractors repair and rebuild the city's subway cars. These contracts are lucrative, so graft and corruption are rife. When Leo Handler gets out of prison, he finds his aunt married to Frank Olchin, one of the big contractors; he's battling with a minority-owned firm for contracts."
1852,Bowfinger,1999,Missing,Missing,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man,"On the verge of bankruptcy and desperate for his big break, aspiring filmmaker Bobby Bowfinger concocts a crazy plan to make his ultimate dream movie. Rallying a ragtag team that includes a starry-eyed ingenue, a has-been diva and a film studio gofer, he sets out to shoot a blockbuster featuring the biggest star in Hollywood, Kit Ramsey -- only without letting Ramsey know he's in the picture."
1853,Brokedown Palace,1999,insufficient sample,4.0,0.4166666666666667,12.0,3,There are two or more women in this movie and they talk to each other about something other than a man,"Best friends Alice and Darlene take a trip to Thailand after graduating high school. In Thailand, they meet a captivating Australian man, who calls himself Nick Parks. Darlene is particularly smitten with Nick and convinces Alice to take Nick up on his offer to treat the two of them to what amounts to a day trip to Hong Kong. In the airport, the girls are seized by the police and shocked to discover that one of their bags contains heroin."
1854,Detroit Rock City,1999,insufficient sample,9.0,Missing,Missing,Missing,Missing,"In 1978, a Kiss concert was an epoch-making event. For the three teen fans in Detroit Rock City getting tickets to the sold-out show becomes the focal point of their existence. They'll do anything for tickets -- compete in a strip club's amateur-night contest, take on religious protesters, even rob a convenience store!"
1855,Alice et Martin,1998,insufficient sample,6.0,insufficient sample,6.0,Missing,Missing,"At the age of 20, Martin leaves his home town and comes to Paris, where he fortunately becomes a model by chance. He meets Alice, his brother's friend, and falls in love with her. They start a passionate relationship, although Martin remains very mysterious about his past and the reasons why he left his family. But when Alice tells him she's pregnant, he is suddenly almost driven to madness, as his past comes back to his mind. Alice will now do anything she can to help him"
1856,Better Than Chocolate,1999,insufficient sample,2.0,insufficient sample,7.0,3,There are two or more women in this movie and they talk to each other about something other than a man,"Not long after moving into her own place, Maggie finds herself with two unsolicited roommates: her recently divorced mother, Lila, and her young brother. The timing is especially bad, considering Maggie has fallen hard for an attractive woman, Kim, only hours before they move in. What could be a nonissue becomes increasingly complicated -- since Maggie's family is unaware of her sexual orientation, and Maggie is not open to sharing that information."
1857,Head On,1998,insufficient sample,7.0,insufficient sample,8.0,Missing,Missing,"Nineteen-year-old Ari confronts both his sexuality and his Greek family. Ari despises his once-beloved parents, former radical activists, for having entombed themselves in insular tradition. Ari is obsessed with gay sex, although he does make an unenthusiastic attempt to satisfy the sister of one of his best friends. While all of this is going on, he's facing problems with his traditional Greek parents, who have no clue about his sexual activities."
1859,Never Talk to Strangers,1995,insufficient sample,1.0,insufficient sample,7.0,Missing,Missing,"Sarah Taylor, a police psychologist, meets a mysterious and seductive young man, Tony Ramirez, and falls in love with him. As a cause of this relationship, she changes her personality when she begins to receive anonymous telephone calls."
1860,An American Werewolf in Paris,1997,insufficient sample,6.0,0.17647058823529413,17.0,1,"There are two or more women in this movie, but they don't talk to each other",An American man unwittingly gets involved with werewolves who have developed a serum allowing them to transform at will.
1861,Problem Child,1990,0.29411764705882354,17.0,insufficient sample,8.0,Missing,Missing,"Ben Healy (John Ritter) and his social climbing wife Flo adopt Junior a fun-loving seven year old. But they soon discover he's a little monster as he turns a camping trip, a birthday party and even a baseball game into comic nightmares. But is he really just a little angel trying to get out? Find out in this hilarious satire on modern-day family life."
1862,Problem Child 2,1991,insufficient sample,3.0,Missing,Missing,Missing,Missing,"Junior and his father, Ben, move from Cold River to Mortville. Junior becomes threatened by Ben's desire to date again and find a new mother for Junior, and sabotages each of his dates."
1863,Oscar and Lucinda,1997,insufficient sample,2.0,insufficient sample,6.0,Missing,Missing,"After a childhood of abuse by his evangelistic father, misfit Oscar Hopkins becomes an Anglican minister and develops a divine obsession with gambling. Lucinda Leplastrier is a rich Australian heiress shopping in London for materials for her newly acquired glass factory back home. Deciding to travel to Australia as a missionary, Oscar meets Lucinda aboard ship, and a mutual obsession blossoms. They make a wager that will alter each of their destinies."
1864,The Pelican Brief,1993,0.16,25.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man,Two Supreme Court Justices have been assassinated. One lone law student has stumbled upon the truth. An investigative journalist wants her story. Everybody else wants her dead.
1865,Mickey Blue Eyes,1999,insufficient sample,8.0,Missing,Missing,Missing,Missing,"An English auctioneer proposes to the daughter of a mafia kingpin, only to realize that certain ""favors"" would be asked of him."
1866,Teaching Mrs. Tingle,1999,Missing,Missing,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man,"Leanne is salutatorian when she needs to be valedictorian to get her scholarship to Harvard. The only class she is worse than the leader in is history, taught by Mrs. Tingle, and the teacher hates her. When an attempt to get ahead in Mrs. Tingle's class goes awry, mayhem ensues and friendships, loyalties and trust are tested by the teacher's intricate mind-games."
1867,Universal Soldier: The Return,1999,insufficient sample,7.0,insufficient sample,10.0,Missing,Missing,"Luc Deveraux, the heroic former Universal Soldier, is about to be thrown into action once again. When Seth (Michael Jai White), the supercomputer controlled ultra-warrior, decides to take revenge and destroy its creators, only Luc can stop it. All hell breaks loose as Luc battles Seth and a deadly team of perfect soldiers in a struggle that pits man against machine and good against evil."
1868,Universal Soldier,1992,Missing,Missing,Missing,Missing,Missing,Missing,"An American soldier who had been killed during the Vietnam War is revived 25 years later by the military as a semi-android, UniSols, a high-tech soldier of the future. After the failure of the initiative to erase all the soldier's memories, he begins to experience flashbacks that are forcing him to recall his past."
1869,Love Stinks,1999,insufficient sample,2.0,Missing,Missing,Missing,Missing,"A movie about a relationship...that's worse than yours. Seth (Stewart), a sitcom writer-producer, meets Chelsea (Wilson), an interior decorator, at his best friend's (Bellamy) wedding. He's immediately sexually attracted to her while she's instantly attracted to his single-ness. They both ditch their wedding dates and start their own date that same night. The two become a couple, appearing very happy until after a couple of years of postponing a marriage proposal. When Chelsea realizes that Seth wants to remain single and together, she becomes quite bitter. In the next hour of the movie, the two engage in behavior that makes the War of the Roses look like child's play."
1871,With Friends Like These...,1998,insufficient sample,2.0,Missing,Missing,Missing,Missing,"Four small-time two-bit character actors, all close friends, are competing for same important part in the next Martin Scorsese mob film."
1872,In Too Deep,1999,insufficient sample,4.0,Missing,Missing,Missing,Missing,A fearless cop is taking on a ruthless crimelord. He knew the risks. He just didn't know how far he would have to go.
1874,Iron Eagle III,1992,insufficient sample,10.0,insufficient sample,6.0,Missing,Missing,"Chappy discovers a drug-smuggling scheme at his own air base. It turns out that the lives of some village people in Peru are at stake, and he decides to fly there with ancient airplanes and friends to free them."
1875,Iron Eagle IV,1995,insufficient sample,4.0,Missing,Missing,Missing,Missing,"While Chappy Sinclair is saddled with a bunch of misfits and delinquents for his flight school, he turns to his protégé Doug Masters to assist him in rounding them into shape for an important competition. During their training, they stumble upon a group of subversive air force officers who are dealing in toxic waste as a sideline."
1876,Medicine Man,1992,0.26666666666666666,15.0,insufficient sample,4.0,Missing,Missing,"An eccentric scientist working for a large drug company is working on a research project in the Amazon jungle. He sends for a research assistant and a gas chromatograph because he's close to a cure for cancer. When the assistant turns out to be a ""mere woman,"" he rejects her help. Meanwhile the bulldozers get closer to the area in which they are conducting research, and they eventually learn to work together, and begin falling in love."
1879,The 13th Warrior,1999,0.13333333333333333,15.0,Missing,Missing,1,"There are two or more women in this movie, but they don't talk to each other","A Muslim ambassador exiled from his homeland, Ahmad ibn Fadlan finds himself in the company of Vikings. While the behavior of the Norsemen initially offends ibn Fadlan, the more cultured outsider grows to respect the tough, if uncouth, warriors. During their travels together, ibn Fadlan and the Vikings get word of an evil presence closing in, and they must fight the frightening and formidable force, which was previously thought to exist only in legend."
1880,The Astronaut's Wife,1999,Missing,Missing,Missing,Missing,Missing,Missing,"When astronaut Spencer Armacost returns to Earth after a mission that nearly cost him his life, he decides to take a desk job in order to see his beautiful wife, Jillian, more often. Gradually, Jillian notices that Spencer's personality seems to have changed, but her concerns fade when she discovers that she's pregnant. As Jillian grows closer to becoming a mother, her suspicions about Spencer return. Why does it seem as if he's a different person?"
1881,Dudley Do-Right,1999,0.25,12.0,Missing,Missing,Missing,Missing,"Based on the 60's-era cartoon of the same name. Royal Canadian Mountie Dudley Do-right is busy keeping the peace in his small mountain town when his old rival, Snidely Whiplash, comes up with a plot to buy all the property in town, then start a phony gold rush by seeding the river with gold nuggets. Can this well-meaning (though completely incompetent) Mountie stop Whiplash's evil plan?"
1882,The Muse,1999,insufficient sample,3.0,0.5833333333333334,12.0,Missing,Missing,"What happens when a screenwriter (Brooks) loses his edge, he turns to anyone he can for help... even if it's the mythical ""Zeus's Daughter"" (Stone). And he's willing to pay, albeit reluctantly, whatever price it takes to satisfy this goddess, especially when her advice gets him going again on a sure-fire script. However, this is not the limit of her help, she also gets the writer's wife (MacDowell) going on her own bakery enterprise, much to the chagrin of Brooks, who has already had to make many personal sacrifices for his own help."
1883,Bure baruta,1998,Missing,Missing,Missing,Missing,Missing,Missing,"The film takes place in Belgrade in the mid nineties of the twentieth century, when the brutality and violence are becoming part of everyday reality. A series of separate stories each linked inheritance situations. The painful atmosphere of increasing brutality from which you can not see the output as the main motiv is repeated in the question of accountability: ""Who is guilty?"""
1884,A Dog Of Flanders,1999,Missing,Missing,insufficient sample,7.0,Missing,Missing,"Poor but happy, young Nello and his grandfather live alone, delivering milk as a livelihood, in the outskirts of Antwerp, a city in Flanders (the Flemish or Dutch-speaking part of modern-day Belgium). They discover a beaten dog (a Bouvier, a large sturdy dog native to Flanders) and adopt it and nurse it back to health, naming it Patrasche, the middle name of Nello's mother Mary, who died when Nello was very young. Nello's mother was a talented artist, and like his mother, he delights in drawing, and his friend Aloise is his model and greatest fan and supporter."
1885,The Lost Son,1999,insufficient sample,2.0,Missing,Missing,Missing,Missing,"Xavier Lombard is a world-weary private eye in London, in exile from his native Paris; his best friend is Nathalie, a high-class call girl. He gets a call from an old friend from the Paris police department, now a businessman whose brother-in-law is missing. The missing man's parents hire Xavier over their daughter's objections, and quickly he finds himself in the realm of children's sexual slavery."
1886,Lucie Aubrac,1997,insufficient sample,2.0,Missing,Missing,Missing,Missing,"A love story or a tale of the resistance, this poignant movie tells both the haunting story of a French resistance cell in Lyon but also the love of Lucie Aubrac for her husband..."
1888,Chill Factor,1999,insufficient sample,10.0,Missing,Missing,Missing,Missing,A store clerk and an ice cream truck driver are thrown together when a dying scientist entrusts them with a deadly chemical kept in ice. This chemical will kill every living thing once it melts. They have to take the chemical codenamed 'Elvis' to the next nearest military base while being chased by terrorists who want it to hold the country for ransom.
1889,Outside Providence,1999,insufficient sample,5.0,Missing,Missing,Missing,Missing,"In this coming-of-age comedy, Tim Dunphy is leading a go-nowhere existence, spending his days smoking pot and hanging out with his best friend, Drugs Delaney. But Tim's lazy days of getting high are jettisoned after a brush with the law convinces his blue-collar dad to send him to a Connecticut prep school. The one saving grace of the new school is Jane, a fellow student Tim falls for immediately."
1890,Bedrooms and Hallways,1998,insufficient sample,1.0,Missing,Missing,Missing,Missing,"At the suggestion of a friend, gay Leo (Kevin McKidd) enters therapy after many failed relationships make him fear for his social life. In a group session (led by Simon Callow), Leo comes clean about his feelings for a straight member of the group (James Purefoy), which leads to an affair between the two. The situation becomes further complicated by the appearance of Leo's high school sweetheart (Jennifer Ehle), who still has feelings for him."
1891,I Woke Up Early The Day I Died,1998,insufficient sample,8.0,0.44,25.0,Missing,Missing,"A mental patient escapes from the looney bin in drag, robs a bank, and goes on the lam!"
1892,West Beyrouth,1998,Missing,Missing,Missing,Missing,Missing,Missing,"In April, 1975, civil war breaks out; Beirut is partitioned along a Moslem-Christian line. Tarek is in high school, making Super 8 movies with his friend, Omar. At first the war is a lark: school has closed, the violence is fascinating, getting from West to East is a game. His mother wants to leave; his father refuses. Tarek spends time with May, a Christian, orphaned and living in his building. By accident, Tarek goes to an infamous brothel in the war-torn Olive Quarter, meeting its legendary madam, Oum Walid. He then takes Omar and May there using her underwear as a white flag for safe passage. Family tensions rise. As he comes of age, the war moves inexorably from adventure to tragedy."
1893,Stigmata,1999,0.25,12.0,0.3333333333333333,15.0,3,There are two or more women in this movie and they talk to each other about something other than a man,"A young woman with no strong religious beliefs, Frankie Paige begins having strange and violent experiences, showing signs of the wounds that Jesus received when crucified. When the Vatican gets word of Frankie's situation, a high-ranking cardinal requests that the Rev. Andrew Kiernan investigate her case. Soon Kiernan realizes that very sinister forces are at work, and tries to rescue Frankie from the entity that is plaguing her."
1894,Stir of Echoes,1999,insufficient sample,8.0,Missing,Missing,Missing,Missing,"After being hypnotized by his sister in law, Tom Witzky begins seeing haunting visions of a girl's ghost and a mystery begins to unfold around her."
1895,Best Laid Plans,1999,insufficient sample,1.0,insufficient sample,7.0,Missing,Missing,"Rich, successful Bryce meets beautiful Lissa at a bar one night and invites her back to his house, not suspecting for a moment that Lissa isn't really who she seems. What unfolds next is a dangerous, tangled web of double-crosses and seduction."
1897,The Minus Man,1999,0.2727272727272727,22.0,Missing,Missing,Missing,Missing,"When the quiet and amiable Vann Siegert drifts into town, no one suspects the evil that lies beneath the surface. Despite his easy charm, Vann is merely a reflection of what those he encounters want him to be. As locals start to disappear, it becomes apparent that an eerie subtraction is at work in the sleepy hamlet."
1898,Whiteboyz,1999,insufficient sample,7.0,insufficient sample,8.0,Missing,Missing,"In a virtually all-white Iowa town, Flip daydreams of being a hip-hop star, hanging with Snoop Doggy Dogg and Dr. Dre. He practices in front of a mirror and with his two pals, James and Trevor. He talks Black slang, he dresses Black. He's also a wannabe pusher, selling flour as cocaine. And while he talks about ""keeping it real,"" he hardly notices real life around him: his father's been laid off, his mother uses Food Stamps, his girlfriend is pregnant, James may be psychotic, one of his friends (one of the town's few Black kids) is preparing for college, and, on a trip to Chicago to try to buy drugs, the cops shoot real bullets. What will it take for Flip to get real?"
1899,Queens Logic,1991,insufficient sample,3.0,0.3333333333333333,12.0,Missing,Missing,"When childhood friends Al, Dennis and Eliot get together for Ray's wedding, which may or may not happen, they end up on a roller-coaster ride through reality. During one tumultuous, crazy weekend, they face adulthood and each other with new found maturity and discover what Queens Logic is all about. This comedy takes a look at friendship, loyalty, and love."
1900,Public Access,1993,insufficient sample,9.0,Missing,Missing,Missing,Missing,"Brewster seems to be an almost too perfect example of idyllic small-town America, with everyone living in peace and harmony. So when newcomer Whiley Pritcher starts up his own local cable TV show with the question ""what's wrong with Brewster?"", there surely can't be any deep dark secrets in the town that are just waiting to come to the surface - or can there? And when the question becomes ""who's wrong with Brewster?"" things start getting seriously nasty."
1901,American Beauty,1999,Missing,Missing,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend."
1902,Blue Streak,1999,insufficient sample,7.0,Missing,Missing,1,"There are two or more women in this movie, but they don't talk to each other","Miles Logan is a jewel thief who just hit the big time by stealing a huge diamond. However, after two years in jail, he comes to find out that he hid the diamond in a police building that was being built at the time of the robbery. In an attempt to regain his diamond, he poses as an LAPD detective"
1903,For Love of the Game,1999,insufficient sample,5.0,insufficient sample,7.0,2,"There are two or more women in this movie, but they only talk to each other about a man","A baseball legend almost finished with his distinguished career at the age of forty has one last chance to prove who he is, what he is capable of, and win the heart of the woman he has loved for the past four years."
1905,Sugar Town,1999,insufficient sample,4.0,insufficient sample,6.0,Missing,Missing,"A look at the lives of  several struggling L.A. musicians. Gwen, a singer-songwriter, is on a quest for the big-time. Working as an assistant to a film production designer, Gwen tries to steal her boss' boyfriend, a veteran rock producer. The producer, meanwhile, is trying to orchestrate a comeback for an '80s band."
1907,Lulu on the Bridge,1998,insufficient sample,5.0,Missing,Missing,Missing,Missing,"This film is about a famous jazz saxophonist, Izzy who's life is forever changed after he is accidentally shot."
1908,Sommersby,1993,0.29411764705882354,17.0,0.16666666666666666,12.0,Missing,Missing,"Set in the south of the United States just after the Civil War, Laurel Sommersby is just managing to work the farm without her husband Jack, believed killed in the Civil War. By all accounts, Jack Sommersby was not a pleasant man, thus when he returns, Laurel has mixed emotions. It appears that Jack has changed a great deal, leading some people to believe that this is not actually Jack but an imposter. Laurel herself is unsure, but willing to take the man into her home, and perhaps later into her heart..."
1909,Thumbelina,1994,Missing,Missing,Missing,Missing,Missing,Missing,The tiny girl meets a fairy prince who saves her from the creatures of the woods.
1911,Double Jeopardy,1999,insufficient sample,7.0,Missing,Missing,Missing,Missing,"A woman framed for her husband's murder suspects he is still alive; as she has already been tried for the crime, she can't be re-prosecuted if she finds and kills him."
1912,Jakob the Liar,1999,0.36363636363636365,11.0,insufficient sample,10.0,Missing,Missing,"In 1944 Poland, a Jewish shop keeper named Jakob is summoned to ghetto headquarters after being caught out after curfew. While waiting for the German Kommondant, Jakob overhears a German radio broadcast about Russian troop movements. Returned to the ghetto, the shopkeeper shares his information with a friend and then rumors fly that there is a secret radio within the ghetto."
1913,Mumford,1999,insufficient sample,8.0,0.4375,16.0,Missing,Missing,"In the small town of Mumford, a psychologist of the same name moves in and quickly becomes very popular, despite a questionable past."
